commit,message,original_label,corrective_pred,is_refactor_pred,perfective_pred,adaptive_pred,Type,Justification,Comment,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective
9e6fab3a6dcbf26e3aad60aa5cf371adbdc3b47b,"[PATCH 06521/19076] Added support for acknowledgements to update- cluster settings api--As a side note, the internal reroute call is now part of the ack mechanism. That means that if the response contains acknowledged flag, the internal reroute that was eventually issued was acknowledged too. Also, even if the request is not acknowledged, the reroute is issued before returning, which means that there is no need to manually call reroute afterwards to make sure the new settings are immediately applied.--Closes -3995-",a,FALSE,TRUE,TRUE,TRUE,adaptive,added,,FALSE,FALSE,TRUE,FALSE
615fc435cc88c2c4fe66e9359f1d69e5eb134d18,"[PATCH 02588/19076] Http Transport: Allow to configure- `max_header_size`, `max_initial_line_length`, and `max_chunk_size`, closes- -1174.--",a,FALSE,FALSE,FALSE,FALSE,,,,,,,
98249507cff3e363ecb4c5f06f14f0bb96da1ad5,[PATCH 18332/19076] Add missing index name to indexing slow log--This was lost in refactoring even on the 2.x branch. The slow-log-is not per index not per shard anymore such that we don't add the-shard ID as the logger prefix. This commit adds back the index-name as part of the logging message not as a prefix on the logger-for better testabilitly.--Closes -17025-,c,FALSE,TRUE,TRUE,TRUE,adaptive,"add missing, lost in refactoring",,FALSE,FALSE,TRUE,FALSE
75fd6d4985f9e1b74294d1c8a21b5a559f0c96fd,[PATCH 04775/19076] Added KeywordRepeatFilter that allows emitting- stemmed and unstemmed versions of the same token if stemmers are used--Closes -2753-,a,FALSE,FALSE,FALSE,TRUE,,,,,,,
4da9b2cc9c18a5b8680550e3bdbe2c405abb5d81,[PATCH 05769/19076] Catch AmazonClientExceptions to prevent- connection loss If the AWS client throws an exception (e.g: because of a DNS- failure) it will end up killing the rejoin thread and stop retrying which can- lead to a node getting stuck unable to rejoin the cluster.--Closes -30.-,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
265e2fb8bcfede045d213568f157873abcf445b4,[PATCH 00380/19076] zen disco: support for a node to act as a client- (and not become master) using discovery.zen.master setting (default to true).- It will automatically be set to false when node.client is set to true.--,a,FALSE,FALSE,FALSE,TRUE,,,,,,,
01327d7136472ba8b720f6c788b17f8527960d32,[PATCH 09071/19076] Facets: deprecation.--Users are encouraged to move to the new aggregation framework that was-introduced in Elasticsearch 1.0.--Close -6485-,p,FALSE,FALSE,FALSE,FALSE,adaptive,deprecation,,,,,
95ba62f83dfa05990d2165484330cdd0792064d8,"[PATCH 00828/19076] Translog: Implement a file system based translog- and make it the default, closes -260.--",a,FALSE,FALSE,FALSE,TRUE,,,,,,,
439413c6269bbc9655f7e86c70dc85dd7e150f63,"[PATCH 06122/19076] Introduced common test methods in- MatchedQueriesTests (e.g. createIndex, ensureGreen, refresh, assertHitCount)--",p,FALSE,FALSE,FALSE,TRUE,adaptive,introduce,,,,,
b02e6dc996d3985a8a136f290c4a8810ce05aaab,[PATCH 07765/19076] Migrating NodesInfo API to use plugins instead of- singular plugin--In order to be consistent (and because in 1.0 we switched from-parameter driven information to specifzing the metrics as part of the URI)-this patch moves from 'plugin' to 'plugins' in the Nodes Info API.-,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
59cedea0109946484c70601164689d499a8612b0,"[PATCH 07022/19076] Fix parsing of file based template loading--We support three different settings in templates--* ""settings"" : { ""index"" : { ""number_of_shards"" : 12 } }-* ""settings"" : { ""index.number_of_shards"" : 12 }-* ""settings"" : { ""number_of_shards"" : 12 }--The latter one was not supported by the fix in -4235--This commit fixes this issue and uses randomized testing to test any of the three cases above when running integration tests.--Closes -4411-",c,TRUE,FALSE,FALSE,TRUE,,,,,,,
afb690e2337caa1cb6b34ca921ae7d0edb7600b9,[PATCH 02974/19076] refactor sub fetch phase to also allow for hits- level execution--,a,FALSE,TRUE,TRUE,FALSE,perfective,,,TRUE,TRUE,FALSE,FALSE
6f1932ab677b4e544fa964a6aacc7e888613ff2f,[PATCH 04575/19076] support yaml detection on char sequence--,a,FALSE,FALSE,FALSE,FALSE,,,,,,,
91b74931a3d858645cf106295090a11e803c3e83,[PATCH 08832/19076] [TEST] Stabelize MoreLikeThisActionTests--The `testCompareMoreLikeThisDSLWithAPI` test compares results from query-and API which might query different shards. Those shares might use-different doc IDs internally to disambiguate. This commit resorts the-results and compares them after stable disambiguation.-,c,FALSE,FALSE,TRUE,FALSE,,,,,,,
f38296da61ed21544ad45609c52d950adf913dca,[PATCH 07624/19076] Percolator response now always returns the- `matches` key.--Closes -4881-,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
ed7166227500891e13c982a2f681962a6b56e5f4,[PATCH 03825/19076] add debug log if using compressed stored fields--,p,FALSE,FALSE,FALSE,TRUE,adaptive,add,,,,,
42d5bdd3378bbd246a5ecf4a3c09f76f519e4e9b,[PATCH 05062/19076] If matching root doc's inner objects don't match- the `nested_filter` then the `missing` value should be used to sort the root- doc. Closes -3020--,a,FALSE,FALSE,TRUE,FALSE,,,,,,,
c5c87c4a4809078b14a2ce49c8da6010dbad17b7,[PATCH 08474/19076] [TEST] Don't delete data dirs after test - only- delete their content.--Closes -5815-,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
e1c739fe6fcf4458c1ddad3ed2c79d1e78a3e980,"[PATCH 05721/19076] Improved test, printed out potential shard- failures--",p,TRUE,FALSE,FALSE,FALSE,perfective,improved test,,TRUE,TRUE,FALSE,FALSE
8933947b9549f6bbf4dd81034a6d47a22acdf895,[PATCH 16476/19076] only pull Fields once from the reader--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
8601529be8f92954b05f982a1d5f6b9e2025bace,"[PATCH 07805/19076] Optimize multiple cluster state processing on- receiving nodes Nodes that receive the cluster state, and they have several- of those pending, can optimize and try and process potentially only one of- those. closes -5139--",p,FALSE,TRUE,TRUE,FALSE,,,,,,,
af183a16193c1b8743e609c713c61a7c0ce0ee49,[PATCH 06611/19076] Fix- `indices.recovery.concurrent_small_file_streams` not being dynamically- settable--Fixes -4094-,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
c23c5d2494aafc4416a98e6768a1f3a3022cd011,"[PATCH 05649/19076] Added support for acknowledgement from other- nodes in open/close index api--The open/close index api now waits for an acknowledgement from all the other nodes before returning its response, till the timeout (configurable, default 10 secs) expires. The returned acknowledged flag reflects whether the cluster state change was acknowledged by all the nodes or the timeout expired before.--Closes -3400-",p,FALSE,FALSE,FALSE,TRUE,adaptive,add support,,,,,
dd7cae7c19717429099c98536c0186a0677ed593,[PATCH 17371/19076] move DatabaseReaders initialization to- IngestGeoIpPlugin-onModule--,p,FALSE,FALSE,FALSE,FALSE,perfective,move initialization to ,,TRUE,TRUE,FALSE,FALSE
cb5df26bf792108e5063e99b4359b33cf7422f22,[PATCH 04272/19076] lucene 4: use the proper token stream to return--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
d4bc187be90fb4bf65bde43d6166073429041749,[PATCH 00324/19076] rename node to DiscoveryNode--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
98a24828255cde13eaee893eafc9a049bb2183a7,"[PATCH 11651/19076] Testing: Add test rule to repeat tests on binding- exceptions--Due to the possibility of ports being already used when choosing a-random port, it makes sense to simply repeat a unit test upon a bind-exception.--This commit adds a junit rule, which does exactly this and does not-require you to change the test code and add loops.--Closes -9010-",c,FALSE,FALSE,TRUE,TRUE,,,,,,,
6b8123d7265158c62e4be7aaa20d7b70e3703c10,[PATCH 05632/19076] Don't allow unallocated indexes to be closed.--Closes -3313-,c,FALSE,FALSE,FALSE,TRUE,,,,,,,
d479611dc5e989d79308e3b10a5e9b3952f730d0,"[PATCH 11863/19076] Tests: Use all found index files instead of- static list for static bwc tests--It is a pain to add a new static index, and then have to update the old-index test.  This removes the need for the latter step.--closes -9854-",p,FALSE,TRUE,TRUE,TRUE,,,,,,,
19152416a44473325a6c3605f9accc4fee379b63,[PATCH 03573/19076] add an index level setting to disable/enable- purging of expired docs (issue -1791)--,a,FALSE,FALSE,TRUE,TRUE,,,,,,,
0c82fc5901c4ca81ff9226f703cf575194c92948,"[PATCH 02859/19076] Remove Infinity values for Range facets when no- docs match the range, closes -1366.--",p,FALSE,FALSE,TRUE,FALSE,adaptive,remove,,,,,
30f9f278c3430f9e936f566ee8b3394f86f2b01e,[PATCH 04927/19076] Added UNICODE_CHARACTER_CLASS support to Regex- flags. This flag is only supported in Java7 and is ignored if set on a java 6- JVM--Closes -2895-,a,FALSE,FALSE,FALSE,TRUE,,,,,,,
4155741f7f486537d4a5f7193d79098d523a6ae8,"[PATCH 06052/19076] BytesStreamOutput default size should be 2k- instead of 32k We changed the default of BytesStreamOutput (used in various- places in ES) to 32k from 1k with the assumption that most stream tend to be- large. This doesn't hold for example when indexing small documents and adding- them using XContentBuilder (which will have a large overhead).--Default the buffer size to 2k now, but be relatively aggressive in expanding the buffer when below 256k (double it), and just use oversize (1/8th) when larger to try and minimize garbage and buffer copies.--relates to -3624-closes -3638-",p,FALSE,TRUE,FALSE,FALSE,,,,,,,
cb51d3c5762e6f2808f9ab358943b3dc85e9bd95,"[PATCH 02612/19076] Sorting on _score in the URI format is reversed,- closes -1191.--",c,FALSE,FALSE,FALSE,FALSE,,,,,,,
d9699e02f4e28c75cc5ffdd125b11d99325766c4,[PATCH 07626/19076] Changed GeoEncodingTests to ensure accuracy- always >1mm due to rounding errors with very small numbers--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
2b5e3f5586ad0c71dcf404a166e18529a960eb00,[PATCH 04681/19076] Fixed resolving closest nested object when- sorting on a field inside nested object--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
f4cf5a7d4a1b3998632309288777275bc30517bb,[PATCH 06412/19076] Fix RobinEngineIntegrationTest - missed to- explicitly create the index--,c,TRUE,TRUE,TRUE,TRUE,corrective,"fix, missed to create",,FALSE,FALSE,FALSE,TRUE
55a5c26de8023fa65c0f231666034649f963f93f,[PATCH 07136/19076] Fix NPE in RangeAggregator--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
0e9594e02dae2859b0b247f8d3c1242acbf0e63d,"[PATCH 09601/19076] Internal: use AtomicInteger instead of volatile- int for the current action filter position--Also improved filter chain tests to not rely on execution time, and made filter chain tests look more similar to what happens in reality by removing multiple threads creation in testTooManyContinueProcessing (something we don't support anyway, makes little sense to test it).--Closes -7021-",c,FALSE,TRUE,TRUE,TRUE,perfective,"type change, test improvement",uncertain,TRUE,TRUE,FALSE,FALSE
80ef201514764e948d2ed8b91143c205560382b1,[PATCH 17252/19076] Remove dead code and add missing @Override- annotations--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
6b24921bd49cc1179d9e9dc36d68e5aeeacb6550,[PATCH 11455/19076] [TEST] Re-add rebalance disable setting in- RecoveryFromGatewayTests--,p,FALSE,FALSE,FALSE,TRUE,adaptive,re-add,,,,,
953a99c75cde29a18db58abde3fdee720fcddc4f,"[PATCH 02056/19076] fix a bug in new checksum mechanism that caused- for replicas not to retain the _checksums file. Also, now that checksums are- widely used, consider files without checksums as ones that need to be- recovered--",c,TRUE,FALSE,FALSE,FALSE,,,,,,,
8ccfca3a2f0193f0a4da38e206c35cf08402218f,[PATCH 09123/19076] Fielddata: Remove- BytesValues.WithOrdinals.currentOrd and copyShared.--These methods don't exist in Lucene's sorted set doc values.--Relates to -6524-,p,FALSE,FALSE,TRUE,FALSE,adaptive,remove,,,,,
8ebbd1e7b964b6c81a49c7d4c2476584c6279e06,"[PATCH 02762/19076] Recovery Settings: Change settings (still support- old settings) and allow for more dynamic settings, closes -1303.--",p,FALSE,TRUE,TRUE,TRUE,,,,,,,
7709c68f6312703b60b40f9ded1bd6121daa1d58,[PATCH 00129/19076] optimize boolean queries when possible--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
a2444e9494e0bf9572f0c76f3307080974ce3b56,"[PATCH 06133/19076] Remove get index templates deprecated methods In- 0.90.4, we deprecated some code:--* `GetIndexTemplatesRequest-GetIndexTemplatesRequest(String)` moved to `GetIndexTemplatesRequest-GetIndexTemplatesRequest(String...)`-* `GetIndexTemplatesRequest-name(String)` moved to `GetIndexTemplatesRequest-names(String...)`-* `GetIndexTemplatesRequest-name()` moved to `GetIndexTemplatesRequest-names()`--* `GetIndexTemplatesRequestBuilder-GetIndexTemplatesRequestBuilder(IndicesAdminClient, String)` moved to  `GetIndexTemplatesRequestBuilder-GetIndexTemplatesRequestBuilder(IndicesAdminClient, String...)`--* `IndicesAdminClient-prepareGetTemplates(String)` moved to `IndicesAdminClient-prepareGetTemplates(String...)`--* `AbstractIndicesAdminClient-prepareGetTemplates(String)` moved to `AbstractIndicesAdminClient-prepareGetTemplates(String...)`--We can now remove that old methods in 1.0.--**Note**: it breaks the Java API--Relative to -2532.-Closes -3681.-",p,FALSE,TRUE,TRUE,FALSE,,,,,,,
296b6b2f5757d2f8100daef0d2507183deeca77a,[PATCH 00713/19076] use custom similarity in search (if there is one)--,a,FALSE,FALSE,FALSE,FALSE,,,,,,,
2eeb4ebd8c3af6f5838efe510da4c92ceb0ceb35,[PATCH 00867/19076] improve memcached test--,p,FALSE,FALSE,FALSE,FALSE,perfective,improve test,,TRUE,TRUE,FALSE,FALSE
81e6ff51623792ebe9cb7c277fccd044bdd432b9,"[PATCH 03354/19076] Allow for plugins to register REST filter (better- support with async execution and some renaming), closes -1658.--",a,FALSE,TRUE,TRUE,TRUE,multi,"allow, renaming",,TRUE,TRUE,TRUE,FALSE
e2c33ed6590eacc62ddf04c48a735146cd977362,[PATCH 04299/19076] lucene 4: Fixed- BitsetExecutionChildQuerySearchTests class.--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
1e84c439e593999ae148a459e560380f59ca7124,"[PATCH 02143/19076] Shard Allocation: Closed indices are not properly- taken into account when rebalancing, closes -858.--",c,FALSE,FALSE,FALSE,FALSE,,,,,,,
9f923255878b7baefd89bc37af8fe3072f163322,[PATCH 18366/19076] Allow additional settings for the node in- ESSingleNodeTestCase--This change adds a method that extending classes can override to provide additional settings-for the node used in a single node test case.-,a,FALSE,TRUE,TRUE,TRUE,adaptive,adds a method,,FALSE,FALSE,TRUE,FALSE
97f4f27b14e6afe3833fecfce79ca39877f2227a,"[PATCH 16233/19076] remove equals/hashcode as part of Pipeline and- adapt tests--Only MutateProcessor implemented equals / hashcode hence we would only use that one in our tests, since they relied on them. Better to not rely on equals/hashcode, drop them and mock processor/pipeline in our tests that need them. That also allow to make MutateProcessor constructor package private as the other processors.-",p,FALSE,FALSE,TRUE,TRUE,adaptive,remove,,,,,
602c63d2aa3936a766e4e3432721812096ed54f5,[PATCH 07191/19076] pass on node seed to the node level settings in- TestCluster--,p,FALSE,FALSE,FALSE,FALSE,adaptive,pass seed,,,,,
d3fde78394aa28a344bc40f7724fc794c5682898,[PATCH 06938/19076] Fix test failure.--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
2d2e9e06218153e725310e1b24cefb870cda12cc,[PATCH 17754/19076] fixed issue from merge--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
10bc2480001f2c399afa50add8f66b1e22144b14,[PATCH 00547/19076] add anotehr test--,p,FALSE,FALSE,FALSE,TRUE,adaptive,add,,,,,
2a211705a3db21df6acc2e2d2e059cd9cd5e4ea6,[PATCH 05693/19076] Catch and Log RejectedExecutionException in async- ping--,p,FALSE,FALSE,FALSE,FALSE,adaptive,catch exception,,,,,
de3cde3e1eb1984b86ba9320e6662b8bf63e1fcb,[PATCH 06235/19076] Rename Engine-seacher() into- Engine-acquireSearcher()--The name should reflect that the caller is responsible for-releaseing the searcher again.-,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
9ac048c68ce96eec3a900c3b703401ae63170d51,"[PATCH 01916/19076] add ""same"" thread pool type (really, just for- testing)--",p,FALSE,FALSE,FALSE,TRUE,adaptive,add,,,,,
a342029d36fc8cdd6be3ab540cd2527ddd022188,"[PATCH 01495/19076] Histogram Facet: Allow to define a key field and- value script, closes -517.--",a,FALSE,FALSE,FALSE,TRUE,,,,,,,
f79cf4149fe680ff36117277ffb45d4f2e53c33d,[PATCH 03162/19076] remove unused code--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
4634ca5cb8c8ad0a3c725363f3705a4078c04c9c,"[PATCH 01955/19076] Mapping: When _all is disabled, optimize to not- gather all entries, closes -722.--",p,FALSE,TRUE,TRUE,FALSE,,,,,,,
57fcd761f2997629c75aac3617c0d97e80dcea0c,[PATCH 07839/19076] Fix possible exception in toCamelCase method--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
11ceaccc20c2e820e4891c5264947a01ca040bf4,[PATCH 07132/19076] Randomize node level setting per node not per- cluster--,p,FALSE,FALSE,FALSE,FALSE,adaptive,randomize setting,,,,,
dc9e9cb4cc87f132a32a00e6589d807350f0b8e0,[PATCH 09545/19076] Aggregations: change to default shard_size in- terms aggregation--The default shard size in the terms aggregation now uses BucketUtils.suggestShardSideQueueSize() to set the shard size if the user does not specify it as a parameter.--Closes -6857-,p,FALSE,FALSE,FALSE,FALSE,adaptive,change,,,,,
311520d14682a1f3096dc9307da3e5fcb82936ab,[PATCH 01009/19076] add peer recovery status to the indices status- API exposing both on going and summary when recovering from a peer shard--,a,FALSE,FALSE,FALSE,TRUE,,,,,,,
6950c38a0436ec937797f01fba8d7d95e6d6225f,[PATCH 09932/19076] Tests: Improve test coverage.--Close -7428-,p,FALSE,FALSE,FALSE,FALSE,adaptive,improve coverage,,,,,
b6277ac14d5c35c8f5c80616829868c4ea74abfa,[PATCH 01583/19076] increase netty worker count to default to the- updated value netty defaults to--,p,FALSE,TRUE,TRUE,TRUE,,,,,,,
c907ce325e89b25d0ff29288f018adda35bbdeed,[PATCH 09180/19076] [Test] make recovery slow down in- rerouteRecoveryTest aware of index size--,p,FALSE,FALSE,FALSE,FALSE,adaptive,make,,,,,
bb8a666b6dd51330be8a88cb48f923a57264a673,[PATCH 09032/19076] make test less evil--,p,FALSE,FALSE,FALSE,FALSE,adaptive,make (less evil???),,,,,
393b67f7a03d76698375be3350ff9282661fbf21,[PATCH 118810/159977] tests repaired--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
8bf446f012faddf7762db07ed85199f05c58d6bf,[PATCH 030108/159977] fields are protected--,p,FALSE,FALSE,FALSE,FALSE,perfective,protected,,TRUE,TRUE,FALSE,FALSE
01de4037a2111d2ded5cbf72a444e3e4088d95da,"[PATCH 070969/159977] nullable problems: disable warnings on- ""complex"" getters/setters (IDEA-63958)--",c,TRUE,FALSE,FALSE,FALSE,,,,,,,
96d1fe8096874e6d5b7a0ad85e918756b5cf046a,[PATCH 029609/159977] annotation default value parsing fixed--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
0d8d64ea057546e5e2dcd312fe5a80fcb3214460,[PATCH 090603/159977] cleanup (IDEA-90461)--,c,FALSE,TRUE,TRUE,FALSE,perfective,clean up,,TRUE,TRUE,FALSE,FALSE
8dc78ca7af53778f2e156e575551a3bcab1d1f7b,[PATCH 067760/159977] IDEA-70843 (fix Hector slider for GTK+ L&F)--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
9d8ae0a8feb951f799df29fc9f10ba07f4b0b255,[PATCH 085651/159977] additional null check--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
aecde5a15d035beb421ef31c4a005e273b2912a0,[PATCH 011043/159977] just one more DnDEnabler little fix :)--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
469ae561947ace9a87d971875fbf454a499b542c,[PATCH 054081/159977] add suggestions for literal expressions- (IDEA-57593)--,c,FALSE,FALSE,FALSE,TRUE,,,,,,,
8e9ab4143d260585d73890c6d691b18f865bd2a8,[PATCH 156672/159977] disable pattern configuration for the same- named packages (IDEA-151250)--,c,FALSE,FALSE,FALSE,TRUE,,,,,,,
01e706466e561557d8591b3031cd85ae39b0559a,[PATCH 156969/159977] gradle: correctly set TestModuleProperties for- modules containing '-' in names (IDEA-151590)--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
ce8dcc887659ef6b378f2c0650352d67b61b2e7f,[PATCH 115453/159977] Replace instanceof template variable with- variable segment--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
f0e9bf9f4ccaaa8e0b41f28f97fb7b6d15a88363,[PATCH 141323/159977] Make is possible to enhance color schemes from- plugin in non-intellij environment (e.g. upsource)--,a,FALSE,TRUE,TRUE,TRUE,adaptive,make possible,,FALSE,FALSE,TRUE,FALSE
d1bdfa2c80fa011aef572a598e7a1e0671f70e25,[PATCH 043373/159977] cleanup--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
e2ffe19d36e25a9d208e53a534f878e8605ed5ab,[PATCH 093022/159977] cleanup--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
cadd12fe44f37ce5c40652a800820eca8b09cfb7,[PATCH 000616/159977] Memory leak fixed. Area instances connected to- project and module haven't been disposed at their disposal.--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
d18dca5dbbceb9126f3a463332d7baab6dc034db,[PATCH 000501/159977] Renaming preview files--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
4f19dccda7d8779636f6cc4752552d5b80cce8bb,[PATCH 069540/159977] implement open hash addressing in index leaf- page to avoid large moves--,p,FALSE,FALSE,FALSE,TRUE,adaptive,implement,,,,,
1e971c6aa481b2794369ce66173ebeb77c08350a,[PATCH 054726/159977] intellilang avoid costly service lookups--,p,FALSE,FALSE,FALSE,FALSE,adaptive,avoid,,,,,
00feeb78cbd1f63af1736c775f6e228df6656671,[PATCH 127169/159977] IDEA-127075 IDE hang on file structure--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
cbde1cfa6eec6cc37025fea406deb33eb82c3509,[PATCH 042932/159977] don't suggest 'convert to groovy-style property- access' inside closure--,c,FALSE,FALSE,TRUE,FALSE,,,,,,,
ed110ba2625abe4a6c641f1f7fb335c9cac33b20,[PATCH 112308/159977] IDEA-114890 Find Jar On The Web: Looking For- Libraries progress can't ve cancelled--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
9d3a1f0f0f6f7c1781e7f6b5785e23db6eb5703a,[PATCH 067465/159977] move statement should be enabled when moving to- the end of file--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
7819aeccba263171444ca56c1621aca3f7d649e8,[PATCH 028452/159977] NPE--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
1ae65999cf19232ed85d3329fd4f4887c2f3fe47,[PATCH 128796/159977] refactor name: it could be any RC--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
deb64435cb63102ac487bc00f081e4b3c05bc5b9,[PATCH 154600/159977] diff: better name for default diff tool--,p,FALSE,FALSE,FALSE,FALSE,perfective,better name,,TRUE,TRUE,FALSE,FALSE
431ccf96d2b8cfbea44518bc2ec9fa6937b421da,[PATCH 158785/159977] ui: use setter--,p,FALSE,FALSE,FALSE,FALSE,adaptive,use,,,,,
74833e575b909e9bff3d512be4c748c81f7fab4a,"[PATCH 004017/159977] IDEADEV-1678, IDEADEV-1685 Added icons count on- folders in thumbnails view, Added EditExternaly to editors actions--",c,FALSE,FALSE,FALSE,TRUE,,,,,,,
1d1f8c41ced44e78fcb8e1749cf7478e65aeb0fb,[PATCH 024260/159977] IDEADEV-20992--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
e9dee4fc76caaca231bf10728d4f82bc46581bc5,[PATCH 060745/159977] fixed PY-2674 Assignment can be replaced with- augmented assignmet breaks context--,c,TRUE,TRUE,FALSE,FALSE,corrective,"fixed, can be replaced",,FALSE,FALSE,FALSE,TRUE
26d26d605e9887885afe78d943fbf152d965e44a,[PATCH 054559/159977] PY-1635 Extract Method in middle of expression- generates broken code--,c,FALSE,TRUE,TRUE,FALSE,corrective,broken code (due to extract method),,FALSE,FALSE,FALSE,TRUE
e931ef7e6e360b1a89e3f0d97fbc8332852b8dcd,[PATCH 069452/159977] move suppress/settings intention down- (IDEA-72320 )--,c,FALSE,TRUE,TRUE,FALSE,perfective,move setting (change inheritence),by code,TRUE,TRUE,FALSE,FALSE
efa7f1fccf51ef1a83266e815d124c782c2a0815,[PATCH 084592/159977] Typos--,p,FALSE,FALSE,TRUE,FALSE,perfective,typos,,FALSE,TRUE,FALSE,FALSE
12585ca80029fbd7b024d4c47b05f71dbdb2f70c,[PATCH 101745/159977] FileNameCache: enable caching always don't- store common prefix (saves 8 entry bytes vs. less prefix average length)--,p,FALSE,FALSE,FALSE,FALSE,adaptive,enable,,,,,
a77138a065b1b594fdb7351f9503be4496995b97,[PATCH 056627/159977] fixed django template commenter again (PY-1949)--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
7ccd3abb7942553d5b1dc6c6c18cdbe9d6ecc129,[PATCH 064969/159977] fix indefinite loop (IDEA-67750)--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
747ce871172baf71ecc0eb8c86f5a0aa4f624b4f,[PATCH 004415/159977] StackOverflow fixed--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
f1ac1054e3fc59f52237fb83da52c53dffe71de3,[PATCH 118385/159977] use common ExceptionUtil--,p,FALSE,FALSE,FALSE,FALSE,perfective,use common,by code,TRUE,TRUE,FALSE,FALSE
5662b8294b0cd31ce780f577fc0847dd347b49ad,[PATCH 143650/159977] Fix for upsource--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
7571758906d60e95dce84bfdd2d047c1ae3bdb43,[PATCH 060626/159977] IDEA-63381 we should find android module when- platform is specified--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
6cf1c05df962548294a2ec5059e6176ca24b8dfc,[PATCH 051051/159977] formatting of injected code refactored - 3--,p,FALSE,TRUE,TRUE,FALSE,,,,,,,
bbb3b5a0d37545dc714d3f95cb7e4650b29db622,[PATCH 094740/159977] IDEA-94048 Maven run configuration - profiles- list gets randomly re-ordered after closing and opening project--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
db02e53849878e327f9aa67a9cbe6e919e2b0022,[PATCH 040382/159977] make find toolwindow work in dumb mode and- correctly navigate--,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
0f964dada0a88faeac1b93bde703a75662aaebef,[PATCH 122892/159977] aware of not sourcemap file--,p,FALSE,FALSE,FALSE,FALSE,adaptive,by code,no syntactic evidence,,,,
d0994540cd94cb3803dba57cb127727d4b8a67ff,[PATCH 098231/159977] Don't offer to download source by maven for- artifact with 'system' scope--,p,FALSE,FALSE,FALSE,FALSE,adaptive,don't offer,,,,,
e5ad59a45147e27b7c2a7a7aed9272f87a5d4746,[PATCH 158967/159977] WI-31168 Unable to save settings after upgrade- to 2016.1 (cherry picked from commit 5b98073)--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
aa25be6a631c53788feacb19209b12924bd93f51,[PATCH 095761/159977] better messages format--,p,FALSE,FALSE,FALSE,FALSE,adaptive,better format,,,,,
41babf3a10b9d1c0ad9dcf33b39261a96097a4a8,[PATCH 139363/159977] title changed--,p,FALSE,FALSE,FALSE,FALSE,adaptive,changed,,,,,
5acb3713b509efd92e51d2e3501988ff6ec4f34d,[PATCH 080596/159977] IDEA-81004 Deadlock (SoftWrapApplianceManager)--Breaking potentially endless loop and report an error-,c,TRUE,FALSE,FALSE,FALSE,,,,,,,
84225b56288b90fe708cf37c909cec8be150faae,[PATCH 031393/159977] SVN: configure branches NPE--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
9f374fea84e7e7072292fbd2c48da0b8c1ab7a4d,"[PATCH 034289/159977] reorder instructions, maybe it'll fix strange- IMSE--",c,TRUE,FALSE,FALSE,FALSE,,,,,,,
0150f4371b246f708942d3c10094499aa827fd5e,[PATCH 047679/159977] TreeUi: NPE when in showCentered() no visible- rows in tree--,c,FALSE,FALSE,FALSE,FALSE,,,,,,,
