repo_name,commit,message,Justification,Comment,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective
lucisgit/moodle,3ecc49d495de83d27c00e035d8ec95ca17b15335,"Turn off display of week dates if we are in editing mode and if ajax is turned on. We do this for now because the ajax code does not yet update the week dates when sections are moved around. Will have to fix later.
",,,,,,
t3dev/odoo,d6ec8f7bc3646ed9961059a8eae81cb325e6a22c,"[FIX] payment_ogone: transaction code for alias AFU

The Automated File Upload (AFU) Ogone API requires a transaction code to be set,
either:
 - ATR for automated transactions
 - MTR for maintenance operations

The default is ATR and is used for submitting transactions in batch.
However, the server-to-server mode of payment_ogone only uses the AFU
API to create new credit card aliases, and not to process transactions.

Using the ATR transaction code requires the ATR feature to be available
in the Ogone Merchant account - a paying option that is otherwise
unused. Using MTR as the transaction code is sufficient for adding
aliases, and the corresponding feature (MTR) is available at no cost
in most Ogone Merchant Accounts.

References:
 - Ogone Advanced Batch:
    https://payment-services.ingenico.com/int/en/ogone/support/guides/integration%20guides/batch
 - Ogone Alias Management:
    https://payment-services.ingenico.com/int/en/ogone/support/guides/integration%20guides/alias/bulk-alias-management-via-batch
",,,,,,
tensorflow/tensorflow,80bcaabf159a45bcd4ed5ef0e749b1787690dc44,"Use FastBoundsCheck in roll_op.cc

This fix is a small enhancement of using FastBoundsCheck
in roll_op.cc. The usage of FastBoundsCheck is fairly
common in other kernel implementations.

Signed-off-by: Yong Tang <765086fe2e0c1f980161f127fec596800f327f62@outlook.com>
",fix,,,,,TRUE
shahmishal/swift,aadcf6b1e45450ef072d70dcbf1670be1861dd52,"[utils] buildbot-script.sh: LLDB compatibility

The LLDB project requires an LLVM project containing both clang and
swift, while buildbot-script builds swift outside the LLVM tree.  The
obvious choice, if you don't want two copies of the source on your
system, is to symlink swift into llvm's tools directory.  Yes, building
lldb will still build llvm and swift again, but that's a problem for
another day.  To avoid building swift a /third/ time as part of swift's
LLVM build, we need to tell the buildbot-script to ignore that symlink
if it's there.

Swift SVN r13412
",problem for another day,uncertain,,,,TRUE
screeley44/kubernetes,ee0c829eed67498aa4cd1f66830f3878e42b018b,"Merge pull request #57478 from misterikkit/noArrayGrow

Automatic merge from submit-queue. If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Avoid array growth in FilteredList

**What this PR does / why we need it**:

The method (*schedulerCache).FilteredList builds an array of *v1.Pod
that contains every pod in the cluster except for those filtered out by
a predicate. Today, it starts with a nil slice and appends to it.

Based on current usage, FilteredList is expected to return every pod in
the cluster or omit some pods from a single node. This change reserves
array capacity equal to the total number of pods in the cluster.

This is a set of 3 PRs targeting affinity predicate performance. (#57476, #57477, #57478) The key takeaway is approximately 2x speedup in the large affinity benchmark.

The unexpected increase in BenchmarkScheduling/1000Nodes/1000Pods seems to be an outlier, and did not recur on subsequent runs. The benchmarks have a moderate amount of variance to them, and I did not run them enough times to measure mean and standard deviation.

| test | b.N | master | #57476 | #57477 | #57478 | combined |
| ---- | --- | ------ | ------ | ------ | ---------- | -------- |
| BenchmarkScheduling/100Nodes/0Pods                | 100 |  39629010 ns/op | 36898566 ns/op (-6.89%)   |  38461530 ns/op (-2.95%)  |  36214136 ns/op (-8.62%)  |  43090781 ns/op (+8.74%)  |
| BenchmarkScheduling/100Nodes/1000Pods             | 100 |  85489577 ns/op | 69538016 ns/op (-18.66%)  |  70104254 ns/op (-18.00%) |  75015585 ns/op (-12.25%) |  80986960 ns/op (-5.27%)  |
| BenchmarkScheduling/1000Nodes/0Pods               | 100 | 219356660 ns/op | 200149051 ns/op (-8.76%)  | 192867469 ns/op (-12.08%) | 196896770 ns/op (-10.24%) | 212563662 ns/op (-3.10%)  |
| BenchmarkScheduling/1000Nodes/1000Pods            | 100 | 380368238 ns/op | 381786369 ns/op (+0.37%)  | 387224973 ns/op (+1.80%)  | 417974358 ns/op (+9.89%)  | 411140230 ns/op (+8.09%)  |
| BenchmarkSchedulingAntiAffinity/500Nodes/250Pods  | 250 | 124399176 ns/op | 97568988 ns/op (-21.57%)  | 112027363 ns/op (-9.95%)  | 129134326 ns/op (+3.81%)  |  98607941 ns/op (-20.73%) |
| BenchmarkSchedulingAntiAffinity/500Nodes/5000Pods | 250 | 491677096 ns/op | 441562422 ns/op (-10.19%) | 278127757 ns/op (-43.43%) | 447355609 ns/op (-9.01%)  | 226310721 ns/op (-53.97%) |

Combined performance contains all three patches.
Percentages are relative to master.

Methodology:

I ran the tests on each branch with this command.
```
make test-integration WHAT=""./test/integration/scheduler_perf"" KUBE_TEST_ARGS=""-run=xxxx -bench=.""
```

The benchmarks have a fair amount of variance to them, and I did not run them enough times to measure mean and standard deviation.

**Which issue(s) this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close the issue(s) when PR gets merged)*:
Fixes #

The three PRs in this set should collectively fix #54189.

**Special notes for your reviewer**:

**Release note**:

```release-note
Improve scheduler performance of MatchInterPodAffinity predicate.
```",,uncertain,,,,
coreboot/coreboot,174ca43583f33400094fb40c1e689a38946bdeac,"soc/intel/cannonlake: Fix ACPI FADT table generation

The function to fill out the FADT table exits early if the devicetree
config option to disable the legacy timer is set.  This means it never
gets to the later check for s0ix config option and so the flag to
indicate that it supports low-power idle in S0 is not set.

Change-Id: Ia0416f21b6445f6feecb6f0301d48fdf2522b8a6
Signed-off-by: Duncan Laurie <70662b43bc1a20b57ded72a2b08be88dd0da4841@google.com>
Reviewed-on: https://review.coreboot.org/28755
Reviewed-by: Furquan Shaikh <6be5c96c464778f89679b1062a2e0a6af93d2aa5@google.com>
Reviewed-by: Aaron Durbin <af0622ab041e8b0f8e5819838dcc93898196e71f@chromium.org>
Tested-by: build bot (Jenkins) <8254d1186852c26c9fb3d343db6a5be86317fea9@coreboot.org>
",fix,,,,,TRUE
openstack/swift,ddec5f537301692306829b1f3e3f5cca9b7d8f87,"Update Container-Sync Docs for internal_client.conf

At patch [1], container sync daemon is updated to use internal client.
However, the ""Configuring Container Sync"" section [2] of swift docs doesn't
updated for this change.

This patch adds an explanation about the change.

[1]: https://review.openstack.org/#/c/452773/
[2]: http://docs.openstack.org/developer/swift/overview_container_sync.html#configuring-container-sync

Change-Id: Ia1aabeab250cbe27414d7877138ad38708f5ce3f
Closes-Bug: 1446721
",update docs,,,TRUE,,
deek87/concrete5,514c37745560101b6a4d10f4deff03534c5eb32b,"Fix package localization

If a package, in its on_start method, calls t(), the localization files are loaded and cached.
Once these localization files are loaded, translations of subsequent packages are not loaded anymore since the translation cache is already built.


Former-commit-id: 30490e7ac2849380172c6b895ccd1ae3889da185
Former-commit-id: 87e6193dda99a2abf986c9b1621d76665e423504",fix,,,,,TRUE
jj1bdx/otp,5fec8527e925f4a6da02d560a9afbbf39912747c,"Fix some uninitialized pointers in crypto

crypto.c:2748:9: warning: variable 'bn_prime' is used uninitialized whenever '||' condition is true [-Wsometimes-uninitialized]
    if (!get_bn_from_bin(env, argv[0], &bn_verifier)
        ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
crypto.c:2758:6: note: uninitialized use occurs here
        if (bn_prime) BN_free(bn_prime);
            ^~~~~~~~
crypto.c:2748:9: note: remove the '||' if its condition is always false
    if (!get_bn_from_bin(env, argv[0], &bn_verifier)
        ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
",fix,,,,,TRUE
john-mcnamara-intel/dpdk,a52c5530d8d2b21c1ff4a5b12b40216fb6ee06f1,"test/spinlock: amortize the cost of getting time

Instead of getting timestamps per iteration, amortize its overhead
can help getting more precise benchmarking results.

Fixes: af75078fece3 (""first public release"")
Cc: stable@dpdk.org

Signed-off-by: Gavin Hu <207ee22c2cf71e20c5b5df8395050c07c07d8709@arm.com>
Reviewed-by: Joyce Kong <c01c57df07e2f34c67ea70652554926ebc164737@arm.com>
Reviewed-by: Ruifeng Wang <a548d51fbc42485a8ba807711a537e88c2b59dd2@arm.com>
Reviewed-by: Honnappa Nagarahalli <01ccf438b971cc1d8919c8a7f18443cae9429d8b@arm.com>
Acked-by: Nipun Gupta <4871fd67344c57328097f2fd932ad9a0f1f1fe74@nxp.com>
Acked-by: Konstantin Ananyev <cbd5212b59ab42a210d72992d23a3aa17cfd3eaf@intel.com>
",fixes,,,,,TRUE
openwrt/openwrt,383cadf5d74d0da01023a5904cabcc10fd81be7d,"ath9k: add a workaround for the tx ack time issue triggered by the timing handling cleanups in 2.4 ghz, calculating the ack timeout the way it is described in 802.11-2007 currently leads to tx timeouts set it to a minimum of what the initvals set (64 usec) until we know what is causing this

SVN-Revision: 19156
",workaround,,,,,TRUE
JGiola/swift,eb8c9d9bf0fb3812a11601da3de66ec5a1320cb0,"[dynamic-cast] Hoist early bail out if the source objc type is address only.

This could probably be an error, but I am leaving it to preserve previous
behavior. The reason I am hoisting this is that I am hoisting it before we
potentially split a basic block. When we evaluate if we can early exit, we
should never do work before we know that we will emit /something/.
",could be an error,,,,,FALSE
ravilr/kubernetes,a75c73a89bafdd1879942a3c82252b8430849668,"Merge pull request #56939 from derekwaynecarr/hugepages-graduate

Automatic merge from submit-queue (batch tested with PRs 57906, 57425, 56939, 57317, 57762). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

HugePages feature is beta in 1.10 release

**What this PR does / why we need it**:
Graduate support of HugePages to beta.

**Which issue(s) this PR fixes**
Fixes #53672

**Special notes for your reviewer**:

```release-note
HugePages feature is beta
```",fixes,,,,,TRUE
Wilfred/remacs,7f6c6a23a3d9b8f6c100ad0d63b72e24808e7e8f,"(section{Visibility Cycling}): Document key for
	indirect buffer access.
	(section{Archiving}): New keys for archiving.
	(section{Tables}): Combine two lines for hline creation.
	Named-field formula changed to Field formula.
	(section{Links}): Document keys for finding links.
	(section{Agenda Views}): New key for agenda file cycling.
	Document keys for stuck projects.  Typos fixed.
	(section{Exporting and Publishing}): Export options no longer in
	reference card.
",typos fixed,,,TRUE,,FALSE
bwaidelich/flow-development-collection,4c0c921f0f13db1148f84f99ef4d9901c76c1811,"[BUGFIX] Resolve duplicate layout and partial compilations

Layouts and partials are independent of the current controller and hence should
not have the controller name in their identifier to prevent duplicate
compilations and cache instances of the same content.
This change removes the controller name from identifiers of layouts and
partials, but leaves the identifier of templates untouched.

Change-Id: I4f6e5b576d9e17e15a3e16cb581bfa4edc54637a
Fixes: #39428
Releases: master, 2.2
Original-Commit-Hash: b474d24527f39e0c90f661e3457f08a89d7d988a
",bugfix,,,,,TRUE
aveshagarwal/kubernetes,93dc3763b0393b870855b2806b693a3224b039fa,"Merge pull request #56201 from luxas/new_kubeadm_owners

Automatic merge from submit-queue. If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Restructure cmd/kubeadm/OWNERS

**What this PR does / why we need it**:

After a year of virtually the same people in `cmd/kubeadm/OWNERS`, the SIG has decided to refresh the list of reviewers/approvers a little. If you feel more/other changes are needed yet, please speak up here in this thread, in our weekly SIG meeting or ping me on Slack.

Thanks all everyone that has helped out here and thanks to you who are stepping up more now!

**Which issue(s) this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close the issue(s) when PR gets merged)*:
Fixes #

**Special notes for your reviewer**:

**Release note**:

```release-note
NONE
```
@kubernetes/sig-cluster-lifecycle-pr-reviews 

Please ACK that you are ok with this officially here as well:
@kad @timothysc @jamiehannaford @xiangpengzhao @lukemarsden @errordeveloper @mattmoyer @justinsb @fabriziopandini",resrturtuce owners,,,,,FALSE
HyukjinKwon/spark,e31c80737b7f4d8baa02230788e3963433cb3ef9,"[SPARK-13277][SQL] ANTLR ignores other rule using the USING keyword

JIRA: https://issues.apache.org/jira/browse/SPARK-13277

There is an ANTLR warning during compilation:

    warning(200): org/apache/spark/sql/catalyst/parser/SparkSqlParser.g:938:7:
    Decision can match input such as ""KW_USING Identifier"" using multiple alternatives: 2, 3

    As a result, alternative(s) 3 were disabled for that input

This patch is to fix it.

Author: Liang-Chi Hsieh <viirya@gmail.com>

Closes #11168 from viirya/fix-parser-using.
",,,,,,
patrickdupuis/supercollider,c1ac6017c6ef2c2facac914dbaea5561ae5e9e89,"sc ide: editor - set Qt::WA_MacNoClickThrough on viewport

Setting the attribute on the editor itself did not work.
Let's try to set it on the viewport, and see whether the
Mac folks report success.
It can't hurt.
",,,,,,
siosio/intellij-community,ff1c89b28803ed71bbae09939151a2cd25437189,"PY-36884 Better indication of skeleton generation script steps

I deliberately decided not to delete the created cache here, since normally
it's going to be removed with the rest of sources where skeletons are built
anyway, and it's likely to be useful for debugging if something goes wrong.

GitOrigin-RevId: 992cb5fda7a5131a810b1cfed8b817e36c09d502",if goes wrong,,,,,FALSE
drybjed/debops,6bac5a30818f5db3a81be24b52257a22fd6b9734,"Don't create stub firewall for disabled domains

The idea before this change was that in case an user disabled a domain
(IPv4 or IPv6) using 'ferm_filter_domains', ferm role would still manage
a basic iptables/ip6tables firewall to protect the services on disabled
side. But since user can just disable for example IPv6 support in the
kernel, managing ""stub"" firewall is not necessary, or even can be
harmful when IPv6 is not enabled and ip6tables emits an error and stops
the whole Ansible run.
",,uncertain,,,,
Koha-Community/Koha,8a7c31f7669a74df14d0fbc158fab493e995abba,"Bug 11555: (follow-up) use 20 rather 25 for one of the default DT row counts

If you have a look at git grep aLengthMenu, you will see we choose 20
instead of 25.

Signed-off-by: Jonathan Druart <90effa772b5c8a7a3420e6b7ea56e265888c5743@biblibre.com>
Signed-off-by: Galen Charlton <ec70b30b7f2646a69ad76ef1c8908ce7ae37e284@esilibrary.com>
",,uncertain,,,,
xwu/swift,091caab41ec4ee96208306aab35ba8de94f94a81,"[SourceKit] Add test case for crash triggered in swift::ArchetypeBuilder::mapTypeOutOfContext(swift::ModuleDecl*, swift::GenericParamList*, swift::Type)

Stack trace:

```
found code completion token A at offset 152
swift-ide-test: /path/to/swift/lib/AST/ArchetypeBuilder.cpp:2086: static swift::Type swift::ArchetypeBuilder::mapTypeOutOfContext(swift::ModuleDecl *, swift::GenericParamList *, swift::Type): Assertion `!canType->hasTypeParameter() && ""already have an interface type""' failed.
8  swift-ide-test  0x0000000000b42a35 swift::ArchetypeBuilder::mapTypeOutOfContext(swift::ModuleDecl*, swift::GenericParamList*, swift::Type) + 293
9  swift-ide-test  0x000000000098019f swift::TypeChecker::checkInheritanceClause(swift::Decl*, swift::GenericTypeResolver*) + 5471
10 swift-ide-test  0x00000000009c07f5 swift::TypeChecker::checkGenericParamList(swift::ArchetypeBuilder*, swift::GenericParamList*, swift::GenericSignature*, bool, swift::GenericTypeResolver*) + 389
11 swift-ide-test  0x00000000009c2d09 swift::TypeChecker::validateGenericTypeSignature(swift::GenericTypeDecl*) + 265
12 swift-ide-test  0x00000000009816eb swift::TypeChecker::validateDecl(swift::ValueDecl*, bool) + 363
17 swift-ide-test  0x0000000000986ee6 swift::TypeChecker::typeCheckDecl(swift::Decl*, bool) + 150
18 swift-ide-test  0x00000000009ab6d2 swift::performTypeChecking(swift::SourceFile&, swift::TopLevelContext&, swift::OptionSet<swift::TypeCheckingFlags, unsigned int>, unsigned int, unsigned int) + 1026
19 swift-ide-test  0x00000000007a6dc9 swift::CompilerInstance::performSema() + 3289
20 swift-ide-test  0x000000000074a181 main + 34609
Stack dump:
0.	Program arguments: swift-ide-test -code-completion -code-completion-token=A -source-filename=<INPUT-FILE>
1.	While type-checking 'B' at <INPUT-FILE>:3:1
```
",add test,,,,TRUE,FALSE
openstack-infra/project-config,c77cf3cbf6b51297c85929fc3458dc6e867bb547,"Fix cgconfig.conf comments.

* modules/jenkins/templates/cgconfig.erb: The cgconfig service does
not handle comment lines and fails to start. There is little benefit
to embedding comments into the resulting configuration file anyway,
so instead just make them ruby comments within the template.

Change-Id: Ie749acfcd231560094137e82e048726d04944b4e
Reviewed-on: https://review.openstack.org/35715
Reviewed-by: Khai Do <3d37b62bea58a43f6244a935240c4d26cffc90fb@gmail.com>
Reviewed-by: James E. Blair <e81a02a9d6405977f63a769d9f6ec8ed9d924325@inaugust.com>
Reviewed-by: Elizabeth Krumbach Joseph <5ab9cdb82979a5e22201150e8d4ff9f187271b68@princessleia.com>
Approved: Clark Boylan <635fc31d01fa593720982fa0568e87170cedbe2c@gmail.com>
Reviewed-by: Clark Boylan <635fc31d01fa593720982fa0568e87170cedbe2c@gmail.com>
Tested-by: Jenkins
",fix comments,,,TRUE,,FALSE
joopert/home-assistant,c25c4c85d65d992337879dd946abc90b735f111b,"Fixed 3 small issues in isy994 component (#12421)

1. FanLincs have two nodes: one light and one fan motor. In order for each node to get detected as different Hass entity types, I removed the device-type check for FanLinc. The logic will now fall back on the uom checks which should work just fine. (An alternative approach here would be to special case FanLincs and handle them directly - but seeing as the newer 5.x ISY firmware already handles this much better using NodeDefs, I think this quick and dirty approach is fine for the older firmware.) Fixes #12030
2. Some non-dimming switches were appearing as `light`s in Hass due to an duplicate NodeDef being in the light domain filter. Removed! Fixes #12340
3. The `unqiue_id` property was throwing an error for certain entity types that don't have an `_id` property from the ISY. This issue has always been present, but was exposed by the entity registry which seems to be the first thing to actually try reading the `unique_id` property from the isy994 component.",fixed,,,,,TRUE
jszakmeister/old-packages,2fdc722e4692d95eddd4c8c4cf2b73f77107c2d1,"gstreamer1: revert addition of --disable-option-parsing

The --disable-option-parsing flag breaks applications (such as dmapd)
that assume gst_init_get_option_group() initializes GStreamer. The
gst_init_get_option_group() function returns NULL and does nothing to
initialize GStreamer in this case. The --disable-option-parsing is meant
only for very specialized instances.

See also https://gitlab.freedesktop.org/gstreamer/gstreamer/issues/388.

Signed-off-by: W. Michael Petullo <a17fed27eaa842282862ff7c1b9c8395a26ac320@flyn.org>
",revert,,,,,TRUE
oz123/gentoo,571c740da87553e91be31ed459ccdc793302db76,"net-libs/serf: stable 1.3.9 for hppa, bug #679676

Package-Manager: Portage-2.3.66, Repoman-2.3.12
RepoMan-Options: --include-arches=""hppa""
Signed-off-by: Sergei Trofimovich <110fdadc76b6bce16977f568bdb4723eaed6fb3f@gentoo.org>
",,uncertain,,,,
ghchinoy/tensorflow,cf8c504688c5f5813c8772eb107ed3d4a1385888,"Bug Fix: If num_uses > 0 the the inputs tensor need not be a list but can be reshaped to
[batch_size*num_uses, input_size]. `num_uses` should be incremented by one in this case.'

PiperOrigin-RevId: 191456184
",bug fix,,,,,TRUE
Maccimo/intellij-community,3f4c3d3de29f4a3f39ae37bc95a42ca6e7cc0aa4,"IDEA-220334 Syntax-Highlighting for JSP doesn't work any more.

ensure segments are re-created if layers are changed, even if text is the same

GitOrigin-RevId: b8586eb19cddd0a5bbd2c104edf3167b41fb168f",doen't work,,,,,TRUE
dslomov/bazel-windows,acbcbc2ff7dab2e68801c714e57475d6d57be8f2,"Fix release notes in emails

To be cherry-picked for #2246.

--
Change-Id: I50bbd7dc00e4305f36d9a2a3a8841d6d9bcd2bd7
Reviewed-on: https://cr.bazel.build/8034
PiperOrigin-RevId: 142524920
MOS_MIGRATED_REVID=142524920
",relase note,,,,,FALSE
scala/scala,536cdd87befe905e791acdd5ff8b9dc7d27e8340,"The take/drop methods in IndexedSeqOptimized we...

The take/drop methods in IndexedSeqOptimized were overridden to call
slice without checking bounds, causing it to fail when the argument is
too large. Restored expected behavior. No review.

",fail,,,,,TRUE
bkmeneguello/jenkins,de0cd39fa6ee5be82d7e0fd3eac1eb78a2c4914d,"[FIXED HUDSON-6966] in getIndexPage(), check that result has this plugin's artifactId
in it, in case plugin has dependencies but is missing its own index.jelly.


git-svn-id: 28f34f9aa52bc55a5ddd5be9e183c5cccadc6ee4@33311 71c3de6d-444a-0410-be80-ed276b4c234a
",missing,,,,,TRUE
notriddle/servo,9bbc633cedc0567d971d42e8ab75af5ee40c8035,"Don’t try to run unit tests for the servo crate.

There are none, but the contenttest program fails with:

```
task '<main>' panicked at 'Required option 'source-dir' missing.', ../../tests/contenttest.rs:48
```
",fails,,,,,TRUE
ConnorDoyle/kubernetes,751cbc9b0cb3f81f77177e8e5e6fcadaaff133d8,"Merge pull request #41026 from apprenda/kubeadm_fix_os_remove

Automatic merge from submit-queue (batch tested with PRs 40385, 40786, 40999, 41026, 40996)

kubeadm: change os.Remove to os.RemoveAll

**What this PR does / why we need it**: This would not correctly clean out the tmp dir, since os.Remove doesn't recursively remove dirs, which could exist in the tmp dir.

Unit tests are a WIP from #34136

**Special notes for your reviewer**: /cc @luxas @pires 

**Release note**:
```release-note
NONE
```",fix,,,,,TRUE
kubernetes/kubernetes,e70c4331a9986be6b64d60fbb3c2907b960fcc1e,"Merge pull request #60371 from superbrothers/__kubectl_cp-1

Automatic merge from submit-queue (batch tested with PRs 63526, 60371, 63444). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Support completion for kubectl cp

**What this PR does / why we need it**: With this PR, kubectl cp supports completion. I tested this PR in bash and zsh.

```
$ kubectl cp kube-system/<tab>
kube-system/kube-state-metrics-769566fdfb-4v52s:   kube-system/kubernetes-dashboard-6b6ddbd46-t5bv9:  kube-system/prometheus-694594c45b-qk5lq:
```

**Which issue(s) this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close the issue(s) when PR gets merged)*:
Fixes kubernetes/kubectl#5

**Special notes for your reviewer**: @cblecker

**Release note**:

```release-note
`kubectl cp` supports completion.
```",,uncertain,,,,
jessfraz/kubernetes,588c1e970a03017065b3114448a542227b6823ac,"Merge pull request #56271 from tanshanshan/fix-little-scheduler

Automatic merge from submit-queue (batch tested with PRs 57211, 56150, 56368, 56271, 55957). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Put variable declared in the front.

**What this PR does / why we need it**:

put variable declared in the front.

**Which issue(s) this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close the issue(s) when PR gets merged)*:
Fixes #

**Special notes for your reviewer**:

**Release note**:

```release-note

```",generic remark,,,,TRUE,FALSE
dumbbell/otp,4aecd733017411b3975ef38aea37f0532cc0b324,"Allow for no diameter on remote node in connection guard

The guard is against a connection to a given peer already existing but
fails if diameter is not running on a remote node.

Note that the guard itself is to be made configurable in R15B03
(OTP-10493) to allow multiple connections per peer.
",,uncertain,,,,
