repo_name,commit,subject,message,bug_in_subject,not_a_bug_in_subject,bug_in_message,not_a_bug_in_message,Is_Bug,Comment,new token
torvalds/linux,6a61671bb2f3a1bd12cd17b8fca811a624782632,cputime: Safely read cputime of full dynticks CPUs,"cputime: Safely read cputime of full dynticks CPUs

While remotely reading the cputime of a task running in a
full dynticks CPU, the values stored in utime/stime fields
of struct task_struct may be stale. Its values may be those
of the last kernel <-> user transition time snapshot and
we need to add the tickless time spent since this snapshot.

To fix this, flush the cputime of the dynticks CPUs on
kernel <-> user transition and record the time / context
where we did this. Then on top of this snapshot and the current
time, perform the fixup on the reader side from task_times()
accessors.

Signed-off-by: Frederic Weisbecker <e8a1bf9163cb25e93cfd6540f223b3872ea7ee55@gmail.com>
Cc: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Cc: Ingo Molnar <9dbbbf0688fedc85ad4da37637f1a64b8c718ee2@kernel.org>
Cc: Li Zhong <22bc8bfd7eeb9886fe79aed380759aa078990d01@linux.vnet.ibm.com>
Cc: Namhyung Kim <1b20bcb62cf1b100c528e605608922000dc2fc80@lge.com>
Cc: Paul E. McKenney <1e0ce936bb9b355d257bf5790d2513c3f28be22b@linux.vnet.ibm.com>
Cc: Paul Gortmaker <ae947f3c8df96e1dc851c5e3e5a930ce6d3f1f74@windriver.com>
Cc: Peter Zijlstra <3fddac958924aef220f202ca567388ddab3f14a8@infradead.org>
Cc: Steven Rostedt <43232e92d70cc7aa53504ad0397085ee47bad87f@goodmis.org>
Cc: Thomas Gleixner <00e4cf8f46a57000a44449bf9dd8cbbcc209fd2a@linutronix.de>
[fixed kvm module related build errors]
Signed-off-by: Sedat Dilek <4946ef7dd8f3b21b6f8e2f51ee1d2e36059c35a6@gmail.com>
",FALSE,FALSE,TRUE,TRUE,TRUE,,
torvalds/linux,778eeb1b199b85bec79b49ac483b013e270636ea,MIPS: Add new GIC clocksource.,"MIPS: Add new GIC clocksource.

Add new clocksource that uses the counter present on the MIPS
Global Interrupt Controller.

Signed-off-by: Steven J. Hill <322823c268c336ece339c46776493c620a346578@mips.com>
Patchwork: http://patchwork.linux-mips.org/patch/4681/
Signed-off-by: John Crispin <be6487f9df4dce44a640672d6c07330104d43593@openwrt.org>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,4f628248a578585472e19e4cba2c604643af8c6c,kbuild: reintroduce ALLSOURCE_ARCHS support for tags/cscope,"kbuild: reintroduce ALLSOURCE_ARCHS support for tags/cscope

This patch reintroduce the ALLSOURCE_ARCHS support for tags/TAGS/
cscope targets. The Kbuild previously has this feature, but after
moving the targets into scripts/tags.sh, ALLSOURCE_ARCHS disappears.

It's something like this:

	$ make ALLSOURCE_ARCHS=""x86 mips arm"" tags cscope

Signed-off-by: Jike Song <afc47ba680a5cab0a369fe50bd22f64fca5e9d13@gmail.com>
Signed-off-by: Sam Ravnborg <f16bed56189e249fe4ca8ed10a1ecae60e8ceac0@ravnborg.org>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,5193d62f1824cdfd72b5523be2b1cdb8049225ad,ASoC: tlv320aic3x: Add platform data and reset gpio handling,"ASoC: tlv320aic3x: Add platform data and reset gpio handling

Handle the reset GPIO within the codec driver in order to follow
the startup protocol for the tlv320aic3x codecs.

Signed-off-by: Jarkko Nikula <12ec1bb77030d67fad9a26e362b71e2dfbcda22a@gmail.com>
Acked-by: Peter Ujfalusi <e5c0b4cdf99ae1d408b9c497159e74b54e02e008@nokia.com>
Acked-by: Mark Brown <b51b9a92386687a9ac927cebfa0f978adeb8cea5@opensource.wolfsonmicro.com>
Signed-off-by: Liam Girdwood <a57ef363056e61beffa2efa59c68550d40db03b0@slimlogic.co.uk>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,fed42c198b45ece0b37eb25d37cbc4a9959c6522,dma: dw: add PCI part of the driver,"dma: dw: add PCI part of the driver

This is the PCI part of the DesignWare DMAC driver. The controller is usually
used in the Intel hardware such as Intel Medfield.

Signed-off-by: Andy Shevchenko <74f0c009df510614346aa771cd21959b78cdb413@linux.intel.com>
Acked-by: Arnd Bergmann <f2c659f01951776204a6c5b902787d9019fbeebd@arndb.de>
Acked-by: Viresh Kumar <5ff32272b3d9f86512eddc8e0af523fc6f7924e5@linaro.org>
Signed-off-by: Vinod Koul <5cf69c63beb17bf38d63aa0e923ee8256af0e205@intel.com>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,3fa507386dc4cdf731344cb9361e9cca373cedb9,iwlagn: prepare for multi-TB commands,"iwlagn: prepare for multi-TB commands

In a subsequent patch, I want to make commands use
multiple TBs in a TFD. This is a simple change to
prepare the data structures for this, with as of
now still just a single TB supported.

Signed-off-by: Johannes Berg <bff32994ff0f8d048f262a8388145a71b6071bfe@intel.com>
Signed-off-by: Wey-Yi Guy <15ba08e2ad0b84ec2e6b8e47b27706f8a8e5edd0@intel.com>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,26343bdacfcdbf6ee3303d6078a015b908f90193,ARM: BCM5301X: Add DT for Asus RT-AC87U,"ARM: BCM5301X: Add DT for Asus RT-AC87U

Signed-off-by: Rafaֵ‚ Miֵ‚ecki <dced371c11179e2cb83b1e305b9d7b15f379452b@gmail.com>
Signed-off-by: ֳlvaro Fernֳ¡ndez Rojas <bd23d09dd990490587e38afae9edd45b568e679b@gmail.com>
Signed-off-by: Florian Fainelli <59190c1867e3222b932a0de3c668eb2d980d69a2@gmail.com>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,6597619f9c85a0782d427d6723c96cf768e99086,ARM: clps711x: Add support for SYSCON driver,"ARM: clps711x: Add support for SYSCON driver

This patch adds support for SYSCON driver for CLPS711X targets.
At this time there are no users for this driver, but it is will
be used as start point to use in CLPS711X drivers and remove
<mach/xx> dependencies.

Signed-off-by: Alexander Shiyan <2d24902f83da69c248f5b0282406fefa25814305@mail.ru>
Signed-off-by: Olof Johansson <8c69ee23f3f44f8162a64d579c1fa25c2f55298a@lixom.net>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,b2fb1c0d378399e1427a91bb991c094f2ca09a2f,KVM: ARM: vgic: add the GICv3 backend,"KVM: ARM: vgic: add the GICv3 backend

Introduce the support code for emulating a GICv2 on top of GICv3
hardware.

Acked-by: Catalin Marinas <15ce75b290ebaf27c3f9fd73ab848685ed3d8261@arm.com>
Signed-off-by: Marc Zyngier <a16cc0c82647c52d401177f8e50567df5499e36c@arm.com>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,3c92db9ac0ca3eee8e46e2424b6c074e2e394ad9,[ARM] tegra: add GPIO support,"[ARM] tegra: add GPIO support

v2: fixes from Mike Rapoport:
	- move gpio-names.h to arch/arm/mach-tegra
    fixes from Russell King
	- include linux/io.h and linux/gpio.h instead of asm/io.h
	  and asm/gpio.h
    additional changes:
    	- add macros to convert between irq and gpio numbers for platform data
	- change for_each_bit to for_each_set_bit in gpio.c
v3:
	- minor bugfixes

Signed-off-by: Colin Cross <380081620a7947c89c11153c5513f34019caa923@android.com>
Signed-off-by: Erik Gilling <1100d3bbb092e6691a138903fe8ea324306d03ea@android.com>
",FALSE,TRUE,TRUE,TRUE,TRUE,big merge + bugfixes,
torvalds/linux,df5338d9fe5d607cdbc68d8432cbfdc9a942a679,clk: mmp: add PXA1928 clock support,"clk: mmp: add PXA1928 clock support

Add initial clock support for Marvell PXA1928. The PXA1928 is a mobile
SOC and is similar to other MMP/PXA series of SOCs, so a lot of the
existing infrastructure is reused here.

Currently the PLLs are just fixed clocks, and not all leaf clocks are
implemented.

Signed-off-by: Rob Herring <fbb37eacae100e13076d5c4b46f06cfa4d6fa9f8@kernel.org>
Cc: Mike Turquette <6dab61939fc5e23761050a66932f032dceda5ebf@linaro.org>
Signed-off-by: Stephen Boyd <010521127f513270fe503d86ab8316ac5147f4b7@codeaurora.org>
",FALSE,TRUE,TRUE,TRUE,FALSE,"mention ""fixed clocks"" (oppsed to flexible clocks). Fixed point should be also considered as non bug?",
torvalds/linux,6e344a952dcfa45b8bfef8eaf8423ab73c5adaf2,perf tests: Factor out fake_setup_machine(),"perf tests: Factor out fake_setup_machine()

The fake_setup_machine() is for setting up a environment for testing
various hists operations. As it'll be used for other test cases it'd
better factoring it out.

Signed-off-by: Namhyung Kim <5c915a589b3ddf58cebf14bec41bcc143b37ac3c@kernel.org>
Link: http://lkml.kernel.org/r/1398396494-12811-1-git-send-email-5c915a589b3ddf58cebf14bec41bcc143b37ac3c@kernel.org
Signed-off-by: Jiri Olsa <2c6594f608aa3d41e98d48846a6328831f7084ad@kernel.org>
",FALSE,FALSE,FALSE,FALSE,FALSE,factor as a non bug term,
torvalds/linux,4ccc28f725bc2b7b0a3bc27e9c15f4eaf63fb812,i2c: Timeouts off by 1,"i2c: Timeouts off by 1

with while (timeout++ < MAX_TIMEOUT); timeout reaches MAX_TIMEOUT + 1
after the loop, so the tests below are off by one.

Signed-off-by: Roel Kluin <aa9c6213291cec1ff07688554fb7b904b9ffe4e3@gmail.com>
Signed-off-by: Jean Delvare <49ad6a9f5aa17024c23048df346d55bda6837e01@linux-fr.org>
",FALSE,FALSE,FALSE,FALSE,TRUE,verify,
torvalds/linux,fa661258a27aa74aaf741882053d195291cefb75,mfd: AB3100 register access change to abx500 API,"mfd: AB3100 register access change to abx500 API

The interface for the AB3100 is changed to make way for the
ABX500 family of chips: AB3550, AB5500 and future ST-Ericsson
Analog Baseband chips. The register access functions are moved
out to a separate struct abx500_ops. In this way the interface
is moved from the implementation and the sub functionality drivers
can keep their interface intact when chip infrastructure and
communication mechanisms changes. We also define the AB3550
device IDs and the AB3550 platform data struct and convert
the catenated 32bit event to an array of 3 x 8bits.

Signed-off-by: Mattias Wallin <bcfca4ab290675f2d1e16d1b4ebb2a9917cb944a@stericsson.com>
Signed-off-by: Linus Walleij <9cd9d802d23c0ed5e224beabf4ae4a5c478746ef@stericsson.com>
Signed-off-by: Samuel Ortiz <0ba86cb3f08bbb861958e54bd3438887adb4263c@linux.intel.com>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,e476ac8b483de4ce1d8570509be343afc7cd3baf,ARM: sun7i: Add Olimex A20-Olinuxino-Micro support,"ARM: sun7i: Add Olimex A20-Olinuxino-Micro support

The Olimex A20-Olinuxino is an open-hardware board based on the
Allwinner A20 SoC, with most of the pins exported on headers, a 10/100M
ethernet port, SATA, SD and uSD slots, etc.

Signed-off-by: Maxime Ripard <2d324f4ca95610bde432fa2af2f28cd21110687d@free-electrons.com>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,f5f9d7bf6eb2efc6e819550b70a3292d83acc6eb,ASoC: omap-mcpdm: Replace legacy driver,"ASoC: omap-mcpdm: Replace legacy driver

Reasons for the replacement:
The current driver for McPDM was developed to support the legacy mode only.
In preparation for the ABE support the current driver stack need the be
replaced.
The new driver is much simpler, easier to extend, and it also fixes some of the
issues with the old stack.

Main changes:
- single file for omap-mcpdm (mcpdm.c/h removed)
- Define names for registers, bits cleaned up, prefixed
- Full-duplex audio operation (arecord | aplay) has been fixed
- Less code

McPDM need to be turned off after all streams has been stopped.
This might cause pop noise on the output, if the codec's DAC is
still powered at this time.

Signed-off-by: Misael Lopez Cruz <ed13ecfff2c96835bd8fbfbe7b3839587ec83f82@ti.com>
Signed-off-by: Liam Girdwood <a57ef363056e61beffa2efa59c68550d40db03b0@ti.com>
Signed-off-by: Sebastien Guiriec <6dee47aebf9f7c1a58387845aa7f92b0e456dd61@ti.com>
Signed-off-by: Peter Ujfalusi <e5c0b4cdf99ae1d408b9c497159e74b54e02e008@ti.com>
Acked-by: Mark Brown <b51b9a92386687a9ac927cebfa0f978adeb8cea5@opensource.wolfsonmicro.com>
",FALSE,FALSE,TRUE,TRUE,TRUE,verify,
torvalds/linux,b130b0d56fa97ef17796314995a9dc5dda0edaa5,mpt3sas: Added support for high port count HBA variants.,"mpt3sas: Added support for high port count HBA variants.

Updated hardware description headers with MPI v2.6 and
mpt3sas_pci_table[] with vendor_ids, device_ids of Cutlass and Intruder
HBA which have support for 4 ports.

Signed-off-by: Suganath prabu Subramani <639f0e9dc372cebbf90238bf7b7f19fa5fbfcac0@avagotech.com>
Signed-off-by: Chaitra P B <30dc8951468c0a61128a35903191fccea9d3331e@avagotech.com>
Reviewed-by: Tomas Henzl <ed03cdd404c1c501a81ee6cc756c3c81b1d33f83@redhat.com>
Signed-off-by: Martin K. Petersen <0384aaef27f06874adbdb09a807bb339f4aff9fd@oracle.com>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,d397712bcc6a759a560fd247e6053ecae091f958,Btrfs: Fix checkpatch.pl warnings,"Btrfs: Fix checkpatch.pl warnings

There were many, most are fixed now.  struct-funcs.c generates some warnings
but these are bogus.

Signed-off-by: Chris Mason <a169954b4cb1a46cee25f659d3bddfebe02b5fba@oracle.com>
",FALSE,FALSE,TRUE,FALSE,TRUE,bogus?,
torvalds/linux,b97ea289cf6aff8d4cbcefe2b707bb9b00a73c73,PCI: Assign resources before drivers claim devices (pci_scan_root_bus()),"PCI: Assign resources before drivers claim devices (pci_scan_root_bus())

Previously, pci_scan_root_bus() created a root PCI bus, enumerated the
devices on it, and called pci_bus_add_devices(), which made the devices
available for drivers to claim them.

Most callers assigned resources to devices after pci_scan_root_bus()
returns, which may be after drivers have claimed the devices.  This is
incorrect; the PCI core should not change device resources while a driver
is managing the device.

Remove pci_bus_add_devices() from pci_scan_root_bus() and do it after any
resource assignment in the callers.

Note that ARM's pci_common_init_dev() already called pci_bus_add_devices()
after pci_scan_root_bus(), so we only need to remove the first call:

  pci_common_init_dev
    pcibios_init_hw
      pci_scan_root_bus
        pci_bus_add_devices        # first call
    pci_bus_assign_resources
    pci_bus_add_devices            # second call

[bhelgaas: changelog, drop ""root_bus"" var in alpha common_init_pci(),
return failure earlier in mn10300, add ""return"" in x86 pcibios_scan_root(),
return early if xtensa platform_pcibios_fixup() fails]
Signed-off-by: Yijing Wang <ac442ed3e729ed4f09d087e9c319e1c47c72d6f1@huawei.com>
Signed-off-by: Bjorn Helgaas <f10ec01be0c6b54271af5c550cd257810bdf3268@google.com>
CC: Richard Henderson <aea4fd857e97ee7d33f60175ba9388a955b9d916@twiddle.net>
CC: Ivan Kokshaysky <ec437ab60af367f0fec0f6a3cd47f9cbad7b487f@jurassic.park.msu.ru>
CC: Matt Turner <789b315743a28dd066a4ba1459c35951c291d8a6@gmail.com>
CC: David Howells <ebac1d06c1688626821bb0e574a037a7a5354e49@redhat.com>
CC: Tony Luck <e7984595ec0368ff920a7b3521dc7093683f6f26@intel.com>
CC: Michal Simek <3a191dd2be46e826fee926d532b136ed65cb5318@monstr.eu>
CC: Ralf Baechle <92f48d309cda194c8eda36aa8f9ae28c488fa208@linux-mips.org>
CC: Koichi Yasutake <9e1743478df52b5f4b5518b23325bb811b7ea24b@jp.panasonic.com>
CC: Sebastian Ott <34be3ca399e9e73d80098c083a5b58614c3ca6da@linux.vnet.ibm.com>
CC: ""David S. Miller"" <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
CC: Chris Metcalf <074881f6f5da4d3b5278870ff234d1077ee622c0@ezchip.com>
CC: Chris Zankel <711c73f64afdce07b7e38039a96d2224209e9a6c@zankel.net>
CC: Max Filippov <8c5ea195856807f4f02a6e0749c87ea6b7375f38@gmail.com>
CC: Thomas Gleixner <00e4cf8f46a57000a44449bf9dd8cbbcc209fd2a@linutronix.de>
",FALSE,FALSE,TRUE,TRUE,TRUE,"verify. ""incorrect;""?",
torvalds/linux,1b08a582a08c8d5579bc78e1ecfd18948195f159,arm64: dts: qcom: Extend msm8916 pinctrl device coverage,"arm64: dts: qcom: Extend msm8916 pinctrl device coverage

Create separate file for MSM8916 pinctrl default/sleep pins state
definitions. Move in UART2 states and add SPI, I2C and SDC configurations.

Signed-off-by: Stanimir Varbanov <9f6f4da79df954f0688fd6822bd97f89c90dfe16@linaro.org>
Signed-off-by: Srinivas Kandagatla <e9a3fcd7365f8e6a430ada3b68b984cb4aaf0c3e@linaro.org>
Signed-off-by: Ivan T. Ivanov <4b8ad2b87650b31b859121d7dc5ac8a3368806a8@linaro.org>
Signed-off-by: Andy Gross <3e259a9c7ec8261c71cce57b93152e64c5e60da4@codeaurora.org>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,5d9673109c7c7c6a22b7bedba22701e173e1ea0d,batman-adv: Rename batadv_orig_node *_free_ref function to *_put,"batman-adv: Rename batadv_orig_node *_free_ref function to *_put

The batman-adv source code is the only place in the kernel which uses the
*_free_ref naming scheme for the *_put functions. Changing it to *_put
makes it more consistent and makes it easier to understand the connection
to the *_get functions.

Signed-off-by: Sven Eckelmann <dd860110a62b19214c4ee03aec0abffecb4e86b8@narfation.org>
Signed-off-by: Marek Lindner <5760fd64db566c47bfb7ce809fea1d3e512880cf@neomailbox.ch>
Signed-off-by: Antonio Quartulli <86f7e437faa5a7fce15d1ddcb9eaeaea377667b8@unstable.cc>
",FALSE,FALSE,FALSE,FALSE,FALSE,"""Raname""",
