pull_request_id,user_id,comment_id,position,body,commit_id,created_at,Is_Swearing
10638178,180062,46181288,61,"if no `// GIVEN`, etc comments it would be great to have blank lines to separate the test stages, otherwise it's difficult to asses what the test is doing at the first look at this class",352895603,2015-11-30 18:24:02,
15798550,75620,71209596,156,"I just find it pretty ugly to add unrelated data in the dict to mark it as loading. I didn't look closer but does that code getting stuff from here actually expect an integer in `_categories`? Also, the root category has id 0!",478187346,2016-07-18 19:10:59,
5882145,1017208,23077977,609,"Honestly, i've initially added this in the spot where the const is defined. But it looked awful. However, you're actually right, maybe this might end up unread. Updating, thanks!",205264450,2015-01-16 11:41:40,
9837455,145409,42147268,356,"Then add ""described below"".    It's generally poor form to say ""You should do this with X"" without a) expecting the user to know X, or b) telling them where they can find out X.",330359094,2015-10-15 14:30:34,
9150491,80666,39194125,76,Don't be fooled by the terrible diff - that's in install_mono_toolset(),307362229,2015-09-10 16:17:25,
5945805,318334,23345630,72,"Yeah, that was a horrible idea... what was I thinking.  I'll fix that.",209073180,2015-01-21 22:57:52,
16647610,3708744,77424795,54,"Yes, a ChangedText caught in gen2 hell may keep a chain of ChangeInfo's alive and the cost of checking would increase over time if the changes are on going.   However, you'll never actually do the merges that far back because you don't have a reference to",475748168,2016-09-02 23:26:09,
3873145,576622,13622567,65,This is another good candidate to be moved to a /lms/static/sass/discussion/_shame.scss partial.,124745353,2014-06-10 20:00:44,
13108569,6248655,56595762,75,Can we get rid off this nasty `else`? Maybe some simple private method and early return?,408784311,2016-03-17 23:44:22,
4360452,939342,16342181,159,"Yes. In the case of sampling all weights are None and if you look inside `post_processing.mean_curve` a simple average will be done (there is a line `if all(none_weights): weights = None`). This is kind of ugly, since it is asymmetric with the treatment f",151009726,2014-08-18 6:43:07,
13039420,4228820,56184395,175,Woah! That's ugly! It uses `member.id` and then reuses the `member` variable.,407151128,2016-03-15 15:35:51,
4805813,1628,18272540,73,"Yeah, it prevents nasty things when people use class names with weird chars in them",159426554,2014-10-01 9:22:17,
7406073,2106404,30067793,95,"This is why I view RTL only setting the language to Arabic.    RTL mode sets parens, commas, periods, and quotes to work in a specific, right-to-left way. When you interleave that with a LTR language (such as English), it looks like crap. I'm not exactly ",255366392,2015-05-11 16:33:23,
14290493,115286,64896506,104,These 7 lines can be reduced to 1:    ```php  $this->forceCreationForm = $boolean === 'true';  ```    (although it's ugly to make that kind of conversion here),453605923,2016-05-27 12:21:20,
12759066,2343860,56248253,129,The divisor in the brokerage implementation is a little intimidating. I think it all stems from the Order type using a integer for quantity. Maybe it's best we fix the problem there. I'm forseeing some ugly bugs if the algorithm and brokerage implementati,406155713,2016-03-15 21:56:35,
3700531,28835,13279692,102,"Please try and re-use the same patterns from line to line: you wrote ""this can take"" on the previous line, stick with that, rather than changing to ""it can take"" (which is poor English, btw)",116778210,2014-06-02 9:19:13,
9890160,1671985,54018855,67,"That's kinda ugly (defining it here instead of `tcb.h`), but I don't have a better idea right now, either.",395473869,2016-02-24 22:33:58,
7031067,3636823,28110108,336,I agree...it is ugly.,242772214,2015-04-09 20:46:21,
4422029,4404430,16262453,111,"Damn it, the eclipse formatter hit me again. Unfortunately the formatter configuration options in CDT are very limited compared to JDT",149922303,2014-08-14 18:02:21,
10038124,603514,44199760,137,"Oh crap, yes, I should remove them here too. ",342304201,2015-11-06 22:37:43,
8497354,77087,35787792,63,"Damn it, I had a feeling I was crossing it in my head. Sorry about the noise :)",280489408,2015-07-29 15:35:43,
6639025,1535309,26401641,330,serializer.errors is in a pretty ugly format. Did you see what this actually ends up looking like?    It would be good if we are consistent with how validation messages are returned between accounts and preferences. This is what I did:    ````  def _add_s,229757660,2015-03-13 15:46:33,
11300672,1816524,50942494,257,Can you do this in the HTML template? It's a bit ugly (and can be a security risk) to manipulate HTML in the JS.,379629588,2016-01-27 5:19:50,
3902274,12461,13775236,90,"crap, I'm getting confused in my stinking comments now.",126222511,2014-06-13 20:45:00,
4155364,3129819,15000298,69,"'codegen' as an explicit product would be nice; right now it's kind of implicitly bundled into 'java' and 'scala'. I think maybe 'java' and 'scala' actually refer to 'codegen-java' and 'codegen-scala', so it might be just a case of poor naming; I'm not su",137644941,2014-07-16 12:28:35,
12360656,261981,53245936,213,"> I'm inclined to make it a subsequent PR after this.    Oh yes, please. Let's get this thing in lest we end up in rebase hell again :-)    >> I'm inclined to keep it separate.    > Agreed.    Cool.",391416279,2016-02-17 22:57:00,
7991098,25158,32403961,55,I was actually going to do that. But then it broke my heart to add another reference to the fucking logs so I didn't. But maybe we should anyway. :disappointed:,270818553,2015-06-15 7:32:00,
15798550,75620,71174101,156,i guess you do that to avoid loading it twice? pretty ugly way to do that if you ask me ;),478187346,2016-07-18 15:54:25,
6905348,94818,27692603,59,"Hmm.  Should the failure case be to show this message to users as the title of a search result?  Seems like maybe the failure should be logged and the search result should fall back on some kind of best-under-the-circumstances title (""(Unknown content tit",238798699,2015-04-02 18:12:46,
4133081,93322,14990050,155,"damn, it works for me at Python 2.7.5 ... the perils of accessing the module's internals I guess.  Are you at 2.6?  I'll try later at 2.6 on another server...",138225070,2014-07-16 8:37:35,
3383233,60405,11322539,202,"No, we have no convention, but for now, the header guard formats are pretty heterogenous and this was just a lousy attempt to bring in *some* order ;-)",99999478,2014-04-05 16:44:55,
8908749,75620,37510245,54,"oh heh, apparently you could indeed only select all/no anonymous submissions. still looks like a very ugly idea (if people ask for it in the future we can simply add a ""select all anonymous"" button)",299394628,2015-08-20 7:22:15,
16127238,334806,75193816,71,Close the <a> tag directly behind the <i></i> tag. Otherwise you get an ugly hover underline behind the pencil icon.,494861354,2016-08-17 19:54:16,
8568855,5605335,35390033,232,"@SamLau95 I couldn't get `geo_str` to work; do you know what it's supposed to take?    I know the `geoJSON` is valid, so I employed an ugly hack... for now - wrote it to a file and had folium read from the file.",283673737,2015-07-23 23:51:02,
5216970,5408,20478699,97,Saved my arse quite a few times last few days.,184670062,2014-11-17 23:53:30,
6513288,61158,25821931,386,"Great, commit 1 has it working...  commit 2,3,4 can clean it up with each additional commit not breaking things.  Once we have small methods, tests can be written so you don't have to verify **everything** in the UI.    Kidding aside, you fix ugly things ",225483098,2015-03-04 21:37:26,
3316439,87540,11214361,92,> `PROCESS` returns!    Ugh.  That's nasty.  (Just a commiseration comment from the peanut gallery for this PR. :),98189104,2014-04-02 14:39:02,
7740122,391287,31610048,146,I know it is ugly and I do not really want to burden you with correcting all this in this PR but to keep the old semantics:     Don't you not at least need a `recover { case NonFatal(e) => log something; false }`?    But better actually distinguish betwee,265819499,2015-06-03 8:18:27,
10349962,98659,52744168,63,"Yeah, thank goodness that most of the nasty circular dependencies are gone now!",388482320,2016-02-12 14:04:27,
9127612,80589,38903508,54,"Holy cow I haven't seen that up there... but that's used as a type for `appendMetadata`. I don't think it is needed here. Same value, different semantic usage IMO. Those constants are a very local thingy, I think they shouldn't even be exported values... ",307127851,2015-09-08 6:58:08,
10732065,4659404,47224889,63,"oh, the ugly of UI!",358243049,2015-12-10 13:25:38,
14069742,1180046,60761538,57,without launching ```gannga --debug``` I don't know I've just  been reducing the total number of calls to this ass I want to avoid ever using it if possible,431729368,2016-04-22 15:55:27,
6067565,268501,26323121,376,"> Shouldn't you let the axis undefined if they are undefined?    If this is the case, should we just hide the axes, then? It is really ugly (in my opinion) to have big ""<undefined>"" labels around the plot",228800924,2015-03-12 16:16:32,
4882943,9255,20115896,180,ugly linebreak,181582026,2014-11-10 20:51:45,
6752314,777147,27251653,212,"You are trying just a little too hard to impress us poor mortals.  A twelve line grep | map | grep | map pipeline?  Please, this is not lisp ;-)  Refactor this to make it readable to the rest of us.",234223139,2015-03-26 19:18:22,
9834237,1560322,41934987,111,There's an issue if data being given isn't valid; probably poor coding practices on my own end as I don't wrap the sending method to catch error data.  This closer matches incorrect data coming from on the TCP connection though.,330335662,2015-10-13 20:30:45,
11474282,8191130,50042287,209,"Yes, I was saying that. Wording is poor. It's really, really nice to be able to visually tell within a script which variables came in as globals from outside and which are declared inside.",370359635,2016-01-18 20:44:52,
14563525,553903,62779841,765,Any chance we can use different slug names than things like [`slut_1`](https://translate.google.com/#en/zh-CN/slut)?,442033286,2016-05-11 1:15:32,
5660016,4828,26119733,84,This looks really ugly. Just passing `null` or perhaps `false` should be enough.,228494588,2015-03-10 12:14:36,
10474294,3208306,44858437,171,"stick it into a table, then have a function to handle shit in a global  ```  local option_item_map =  {      {option, items = {{item, price, qty, temp}}, keyitems = {keyitem, price}}, effects = {effect, power}},    }  ```  and have shit call the function,",346177799,2015-11-14 12:25:38,
