Project,Bug ID,Commit ID,Commit Link,Label 1,Label 2,Final Label,
black,11,024c9cab55da7bd3236fd88759c9735d6149b464,https://github.com/psf/black/commit/024c9cab55da7bd3236fd88759c9735d6149b464,1,3,,
black,12,b53cb9474348e13533ccba3735191a55ef3da6c4,https://github.com/psf/black/commit/b53cb9474348e13533ccba3735191a55ef3da6c4,1,1,1,
black,13,883689366ce0f0e0ddd66d81360c61abfd19b01a,https://github.com/psf/black/commit/883689366ce0f0e0ddd66d81360c61abfd19b01a,1,1,1,
black,14,dd8bde6d2fbfe8a7a11093e761a0cb5837efa96a,https://github.com/psf/black/commit/dd8bde6d2fbfe8a7a11093e761a0cb5837efa96a,3,3,3,
black,15,df2ae3bbe6c45298aabb6c04e85cb353205626f1,https://github.com/psf/black/commit/df2ae3bbe6c45298aabb6c04e85cb353205626f1,2,2,2,
black,16,42a3fe53319a8c02858c2a96989ed1339f84515a,https://github.com/psf/black/commit/42a3fe53319a8c02858c2a96989ed1339f84515a,1,1,1,
black,17,7fc6ce990669464f5172b63fafa3724f5f308be3,https://github.com/psf/black/commit/7fc6ce990669464f5172b63fafa3724f5f308be3,3,1,,
black,18,00a302560b92951c22f0f4c8d618cf63de39bd57,https://github.com/psf/black/commit/00a302560b92951c22f0f4c8d618cf63de39bd57,1,3,,
black,19,29e97d1d4a7717f1bd0ca35cacf2f2ce6d815b0c,https://github.com/psf/black/commit/29e97d1d4a7717f1bd0ca35cacf2f2ce6d815b0c,1,1,1,
black,20,06e95b1e9bcd43c4574840f8174ba4b2c5d281bd,https://github.com/psf/black/commit/06e95b1e9bcd43c4574840f8174ba4b2c5d281bd,1,1,1,
black,21,8e7848c63efe36f09e4651bece8c0efc34a1c3e1,https://github.com/psf/black/commit/8e7848c63efe36f09e4651bece8c0efc34a1c3e1,1,1,1,
black,22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,https://github.com/psf/black/commit/c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,1,1,1,
black,23,6316e293ac30a2837ec20eba289fd28a2a18cf89,https://github.com/psf/black/commit/6316e293ac30a2837ec20eba289fd28a2a18cf89,3,1,,
cookiecutter,1,7f6804c4953a18386809f11faf4d86898570debc,https://github.com/cookiecutter/cookiecutter/commit/7f6804c4953a18386809f11faf4d86898570debc,1,1,1,
cookiecutter,2,90434ff4ea4477941444f1e83313beb414838535,https://github.com/cookiecutter/cookiecutter/commit/90434ff4ea4477941444f1e83313beb414838535,1,1,1,
cookiecutter,3,7129d474206761a6156925db78eee4b62a0e3944,https://github.com/cookiecutter/cookiecutter/commit/7129d474206761a6156925db78eee4b62a0e3944,1,1,1,
cookiecutter,4,3cac20c25860222855e3bcf55f3c0b622eebf5b8,https://github.com/cookiecutter/cookiecutter/commit/3cac20c25860222855e3bcf55f3c0b622eebf5b8,3,3,3,
cookiecutter,5,eb113bb58c382dd25b68494177b07564f5c2fd20,https://github.com/cookiecutter/cookiecutter/commit/eb113bb58c382dd25b68494177b07564f5c2fd20,2,1,,
cookiecutter,6,4f56621fb6de42480f55838e8aeff154999b87db,https://github.com/cookiecutter/cookiecutter/commit/4f56621fb6de42480f55838e8aeff154999b87db,1,4,,
cookiecutter,7,7b905c952de6325ff7f18cb8ca2bedaae3e66b83,https://github.com/cookiecutter/cookiecutter/commit/7b905c952de6325ff7f18cb8ca2bedaae3e66b83,3,1,,
cookiecutter,8,457a1a4e862aab4102b644ff1d2b2e2b5a766b3c,https://github.com/cookiecutter/cookiecutter/commit/457a1a4e862aab4102b644ff1d2b2e2b5a766b3c,1,1,1,
cookiecutter,9,5c22467db2ecb8d7fa36a16f8a0162be4fb3207e,https://github.com/cookiecutter/cookiecutter/commit/5c22467db2ecb8d7fa36a16f8a0162be4fb3207e,1,3,,
cookiecutter,10,1717f1d513236f07536d6042771bf44277e0bc06,https://github.com/cookiecutter/cookiecutter/commit/1717f1d513236f07536d6042771bf44277e0bc06,1,3,,
fastapi,1,3397d4d69a9c2d64c1219fcbf291ea5697a4abb8,https://github.com/tiangolo/fastapi/commit/3397d4d69a9c2d64c1219fcbf291ea5697a4abb8,1,1,1,
fastapi,2,02441ff0313d5b471b662293244c53e712f1243f,https://github.com/tiangolo/fastapi/commit/02441ff0313d5b471b662293244c53e712f1243f,1,1,1,
fastapi,3,aea04ee32ee1942e6e1a904527bb8da6ba76abd9,https://github.com/tiangolo/fastapi/commit/aea04ee32ee1942e6e1a904527bb8da6ba76abd9,1,1,1,
fastapi,4,74c4d1c1dbe6bfdb05d6e4fc767ffe062398f0a3,https://github.com/tiangolo/fastapi/commit/74c4d1c1dbe6bfdb05d6e4fc767ffe062398f0a3,1,1,1,
fastapi,5,75a07f24bf01a31225ee687f3e2b3fc1981b67ab,https://github.com/tiangolo/fastapi/commit/75a07f24bf01a31225ee687f3e2b3fc1981b67ab,1,1,1,
fastapi,6,874d24181e779ebc6e1c52afb7d6598f863fd6a8,https://github.com/tiangolo/fastapi/commit/874d24181e779ebc6e1c52afb7d6598f863fd6a8,1,1,1,
fastapi,7,cb1410426e11886825fece1cdc10a781bbfd57b2,https://github.com/tiangolo/fastapi/commit/cb1410426e11886825fece1cdc10a781bbfd57b2,3,1,,
fastapi,8,19c77e35bdde33aeec1eb2cfa680f95016492b69,https://github.com/tiangolo/fastapi/commit/19c77e35bdde33aeec1eb2cfa680f95016492b69,1,1,1,
fastapi,9,e04bae22860e53e8c08f2c1cd476b8a7aa5b9b12,https://github.com/tiangolo/fastapi/commit/e04bae22860e53e8c08f2c1cd476b8a7aa5b9b12,1,2,,
fastapi,10,dd963511d699b463b416408a0ad705b3dda0d067,https://github.com/tiangolo/fastapi/commit/dd963511d699b463b416408a0ad705b3dda0d067,1,1,1,
fastapi,11,c5817912d2be25bb310bf9da517882f57bbe7bb5,https://github.com/tiangolo/fastapi/commit/c5817912d2be25bb310bf9da517882f57bbe7bb5,1,1,1,
fastapi,12,38495fffa560fa57a8f0e6437d8e43c36c8e5612,https://github.com/tiangolo/fastapi/commit/38495fffa560fa57a8f0e6437d8e43c36c8e5612,1,1,1,
fastapi,13,06eb4219345a77d23484528c9d164eb8d2097fec,https://github.com/tiangolo/fastapi/commit/06eb4219345a77d23484528c9d164eb8d2097fec,1,1,1,
fastapi,14,c7db2ff8583e0b1962315c55711b1efb68ccdf0d,https://github.com/tiangolo/fastapi/commit/c7db2ff8583e0b1962315c55711b1efb68ccdf0d,3,1,,
fastapi,15,d262f6e9296993e528e2327f0a73f7bf5514e7c6,https://github.com/tiangolo/fastapi/commit/d262f6e9296993e528e2327f0a73f7bf5514e7c6,1,1,1,
fastapi,16,c8df3ae57c57e119d115dd3c1f44efa78de1022a,https://github.com/tiangolo/fastapi/commit/c8df3ae57c57e119d115dd3c1f44efa78de1022a,1,1,1,
fastapi,17,b7d184363fad5f6b55d15ec3a3a844aa81092bbd,https://github.com/tiangolo/fastapi/commit/b7d184363fad5f6b55d15ec3a3a844aa81092bbd,1,1,1,
fastapi,18,6d77e2ac5f2cadc63424f2d85d8d8cded2975922,https://github.com/tiangolo/fastapi/commit/6d77e2ac5f2cadc63424f2d85d8d8cded2975922,1,1,1,
fastapi,19,9745a5d1ae86a7fefacf79bdde8e5dd2d59fa2f4,https://github.com/tiangolo/fastapi/commit/9745a5d1ae86a7fefacf79bdde8e5dd2d59fa2f4,1,1,1,
glances,1,982054becd85e443b0f6e69e1157f9299fabcd83,https://github.com/nicolargo/glances/commit/982054becd85e443b0f6e69e1157f9299fabcd83,1,1,1,
glances,2,25816ceae7799eafda2b23dd8cc872f309e876a0,https://github.com/nicolargo/glances/commit/25816ceae7799eafda2b23dd8cc872f309e876a0,1,1,1,
httpie,1,9bd8b4e8f75eb475073358856bb9748dee2bce21,https://github.com/jakubroztocil/httpie//commit/9bd8b4e8f75eb475073358856bb9748dee2bce21,3,1,,
httpie,2,5300b0b490b8db48fac30b5e32164be93dc574b7,https://github.com/jakubroztocil/httpie//commit/5300b0b490b8db48fac30b5e32164be93dc574b7,1,1,1,
httpie,3,e18b609ef7d867d6efa0efe42c832be5e0d09338,https://github.com/jakubroztocil/httpie//commit/e18b609ef7d867d6efa0efe42c832be5e0d09338,1,1,1,
httpie,4,589887939507ff26d36ec74bd2c045819cfa3d56,https://github.com/jakubroztocil/httpie//commit/589887939507ff26d36ec74bd2c045819cfa3d56,1,1,1,
httpie,5,040d981f00c3f6830b2d0db3daf3c64c080e96e3,https://github.com/jakubroztocil/httpie//commit/040d981f00c3f6830b2d0db3daf3c64c080e96e3,1,1,1,
httpie,6,04819577154fc1b11fc20ae7ac584d67614eca25,https://github.com/jakubroztocil/httpie//commit/04819577154fc1b11fc20ae7ac584d67614eca25,3,1,,
httpie,7,ca36f1de04310de644857ebbea9c94984971ab7c,https://github.com/jakubroztocil/httpie//commit/ca36f1de04310de644857ebbea9c94984971ab7c,3,1,,
httpie,8,0bcd4d2fb0f3bd73dc20e55002114a880157bf48,https://github.com/jakubroztocil/httpie//commit/0bcd4d2fb0f3bd73dc20e55002114a880157bf48,3,1,,
httpie,9,90af1f742230831792d74d303d1e7ce56c96d4bd,https://github.com/jakubroztocil/httpie//commit/90af1f742230831792d74d303d1e7ce56c96d4bd,1,1,1,
keras,1,ecac367b2372b5f2326fcd3ddd11718323427f4e,https://github.com/keras-team/keras/commit/ecac367b2372b5f2326fcd3ddd11718323427f4e,2,1,,
keras,2,1cf5218edb23e575a827ca4d849f1d52d21b4bb0,https://github.com/keras-team/keras/commit/1cf5218edb23e575a827ca4d849f1d52d21b4bb0,3,2,,
keras,3,08f6bdeb5652550f36210f64aefda3d0d41e2d79,https://github.com/keras-team/keras/commit/08f6bdeb5652550f36210f64aefda3d0d41e2d79,3,3,3,
keras,4,29f27f333efb427830e62bec62fd79b444df4011,https://github.com/keras-team/keras/commit/29f27f333efb427830e62bec62fd79b444df4011,3,1,,
keras,5,91efaaa1d7486df71be30a54d82b907443d80bf1,https://github.com/keras-team/keras/commit/91efaaa1d7486df71be30a54d82b907443d80bf1,3,1,,
keras,6,8e23a3ec47a2ccbf6cdd222a80886c6b9f17264f,https://github.com/keras-team/keras/commit/8e23a3ec47a2ccbf6cdd222a80886c6b9f17264f,1,1,1,
keras,7,dc83851aca230648c4f75ac1a0d4b9971b2d6aa0,https://github.com/keras-team/keras/commit/dc83851aca230648c4f75ac1a0d4b9971b2d6aa0,2,1,,
keras,8,c24d16af155e20976bdf61e468ba760408e676ff,https://github.com/keras-team/keras/commit/c24d16af155e20976bdf61e468ba760408e676ff,1,1,1,
keras,9,4b9d169989cad88775e958beaa5c2836aaff7a4e,https://github.com/keras-team/keras/commit/4b9d169989cad88775e958beaa5c2836aaff7a4e,3,1,,
keras,10,c13d2723d01212d09dfdda39b0ad439803ec9230,https://github.com/keras-team/keras/commit/c13d2723d01212d09dfdda39b0ad439803ec9230,1,1,1,
keras,11,4185cbb50bfcae9cc30b0fc7b67e81d67a50a8ac,https://github.com/keras-team/keras/commit/4185cbb50bfcae9cc30b0fc7b67e81d67a50a8ac,1,1,1,
keras,12,1336cdb14ff03de754aec6899794742ca91057b2,https://github.com/keras-team/keras/commit/1336cdb14ff03de754aec6899794742ca91057b2,1,2,,
keras,13,1d81a20292ca6926e595d06a6cd725dbb104a146,https://github.com/keras-team/keras/commit/1d81a20292ca6926e595d06a6cd725dbb104a146,1,2,,
keras,14,e11c48d9ce3ee47bb8a966549b14cbd5b10ee70d,https://github.com/keras-team/keras/commit/e11c48d9ce3ee47bb8a966549b14cbd5b10ee70d,1,1,1,
keras,15,4b54657ab4806b0aaef8f8eeb973edb83c3d3483,https://github.com/keras-team/keras/commit/4b54657ab4806b0aaef8f8eeb973edb83c3d3483,1,1,1,
keras,16,c05ef1fd95a6024155ab59656fef8dac5a45c335,https://github.com/keras-team/keras/commit/c05ef1fd95a6024155ab59656fef8dac5a45c335,1,1,1,
keras,17,1c221934aaeab20ed5b6fa245b33b00a8b557533,https://github.com/keras-team/keras/commit/1c221934aaeab20ed5b6fa245b33b00a8b557533,1,2,,
keras,18,a6c8042121371b5873773ca767f28cdf5689d5e4,https://github.com/keras-team/keras/commit/a6c8042121371b5873773ca767f28cdf5689d5e4,1,4,,
keras,19,d78c982b326adeed6ac25200dc6892ff8f518ca6,https://github.com/keras-team/keras/commit/d78c982b326adeed6ac25200dc6892ff8f518ca6,1,1,1,
keras,20,1336cdb14ff03de754aec6899794742ca91057b2,https://github.com/keras-team/keras/commit/1336cdb14ff03de754aec6899794742ca91057b2,2,3,,
keras,21,0505393746d56ddacc34bb1c016dba79429c9ac9,https://github.com/keras-team/keras/commit/0505393746d56ddacc34bb1c016dba79429c9ac9,1,1,1,
keras,22,1d81a20292ca6926e595d06a6cd725dbb104a146,https://github.com/keras-team/keras/commit/1d81a20292ca6926e595d06a6cd725dbb104a146,1,3,,
keras,23,c1c4afe60b1355a6c0e83577791a0423f37a3324,https://github.com/keras-team/keras/commit/c1c4afe60b1355a6c0e83577791a0423f37a3324,1,1,1,
keras,24,4b54657ab4806b0aaef8f8eeb973edb83c3d3483,https://github.com/keras-team/keras/commit/4b54657ab4806b0aaef8f8eeb973edb83c3d3483,Same as line 52,1,,
keras,25,c05ef1fd95a6024155ab59656fef8dac5a45c335,https://github.com/keras-team/keras/commit/c05ef1fd95a6024155ab59656fef8dac5a45c335,Same as line 53,1,,
keras,26,1c221934aaeab20ed5b6fa245b33b00a8b557533,https://github.com/keras-team/keras/commit/1c221934aaeab20ed5b6fa245b33b00a8b557533,1,2,,
keras,27,5a8f346e64cb432a445002230246ee042dbc278b,https://github.com/keras-team/keras/commit/5a8f346e64cb432a445002230246ee042dbc278b,3,3,3,
keras,28,d6b5c5ebb410e3366c9d7aca41977a60134bfe10,https://github.com/keras-team/keras/commit/d6b5c5ebb410e3366c9d7aca41977a60134bfe10,1,1,1,
keras,29,6dff721a3a8755356b2e89d02ef63ad8ab38ec95,https://github.com/keras-team/keras/commit/6dff721a3a8755356b2e89d02ef63ad8ab38ec95,1,1,1,
keras,30,a07253d8269e1b750f0a64767cc9a07da8a3b7ea,https://github.com/keras-team/keras/commit/a07253d8269e1b750f0a64767cc9a07da8a3b7ea,1,1,1,
keras,31,ecbf73f72b59f8f5c8746de63270aa1fb3ad7524,https://github.com/keras-team/keras/commit/ecbf73f72b59f8f5c8746de63270aa1fb3ad7524,1,3,,
keras,32,02bc5010a04bb11c8e91835cc9775c8149dec754,https://github.com/keras-team/keras/commit/02bc5010a04bb11c8e91835cc9775c8149dec754,1,1,1,
keras,33,f60313e29657b2afb6a02f28dba5936bc0dd09e6,https://github.com/keras-team/keras/commit/f60313e29657b2afb6a02f28dba5936bc0dd09e6,1,1,1,
keras,34,fe38f9dfc8c732a77ac03507b63c79b1d2acfba2,https://github.com/keras-team/keras/commit/fe38f9dfc8c732a77ac03507b63c79b1d2acfba2,1,1,1,
keras,35,5a6af4bc6d44e9adbc2a21804bfcd18c4ce849ef,https://github.com/keras-team/keras/commit/5a6af4bc6d44e9adbc2a21804bfcd18c4ce849ef,1,1,1,
keras,36,244546c2fe5165b6770eb456afd5fac8878473c5,https://github.com/keras-team/keras/commit/244546c2fe5165b6770eb456afd5fac8878473c5,1,1,1,
keras,37,66f8cc7ac4942f7f9fe0164a2a854a6264b87735,https://github.com/keras-team/keras/commit/66f8cc7ac4942f7f9fe0164a2a854a6264b87735,1,1,1,
keras,38,6dd087ab73b09e449144ff17450cc14f981b9ac2,https://github.com/keras-team/keras/commit/6dd087ab73b09e449144ff17450cc14f981b9ac2,1,1,1,
keras,39,cc3521ea93b0470e9ea11151a44c30b54d4d726a,https://github.com/keras-team/keras/commit/cc3521ea93b0470e9ea11151a44c30b54d4d726a,3,2,,
keras,40,8c6f8d8c797c1b8576063cc973e6b9f729ec7612,https://github.com/keras-team/keras/commit/8c6f8d8c797c1b8576063cc973e6b9f729ec7612,3,1,,
keras,41,1fc585adb57f20a2acf69f0cd08b731259b8d2f8,https://github.com/keras-team/keras/commit/1fc585adb57f20a2acf69f0cd08b731259b8d2f8,1,1,1,
keras,42,bb9b800ebba8914b69db362cfac4e7c8a9b17a9e,https://github.com/keras-team/keras/commit/bb9b800ebba8914b69db362cfac4e7c8a9b17a9e,1,2,,
keras,43,ee02d256611b17d11e37b86bd4f618d7f2a37d84,https://github.com/keras-team/keras/commit/ee02d256611b17d11e37b86bd4f618d7f2a37d84,1,1,1,
keras,44,69c30a150f0b2caee7961ca1c0080960ef5ad6f6,https://github.com/keras-team/keras/commit/69c30a150f0b2caee7961ca1c0080960ef5ad6f6,1,1,1,
keras,45,3eab6103e0069d261c3e3586c12d5aaf0a331429,https://github.com/keras-team/keras/commit/3eab6103e0069d261c3e3586c12d5aaf0a331429,1,4,,
keras,46,a3664246de4bb8ef3232dd84ff47fc2694c69e58,https://github.com/keras-team/keras/commit/a3664246de4bb8ef3232dd84ff47fc2694c69e58,3,3,3,
keras,47,bcf0031b54d555179be81c088cc3df0a723d7907,https://github.com/keras-team/keras/commit/bcf0031b54d555179be81c088cc3df0a723d7907,1,1,1,
keras,48,9e18fc5b99a4ecb7ec28b2a0d19d458ac0f4d364,https://github.com/keras-team/keras/commit/9e18fc5b99a4ecb7ec28b2a0d19d458ac0f4d364,3,1,,
keras,49,84e168b5fa55933e02e767ff7c86fcc0232aecc6,https://github.com/keras-team/keras/commit/84e168b5fa55933e02e767ff7c86fcc0232aecc6,1,1,1,
keras,50,97d5fa920e4f8248128f7c1b460fd9bb20d3478f,https://github.com/keras-team/keras/commit/97d5fa920e4f8248128f7c1b460fd9bb20d3478f,1,1,1,
keras,51,3b440235e237ef59ec5763c413e7f4292dab5d79,https://github.com/keras-team/keras/commit/3b440235e237ef59ec5763c413e7f4292dab5d79,1,3,,
keras,52,b076e227da6beaf87d6c84eff1a92285e4662acf,https://github.com/keras-team/keras/commit/b076e227da6beaf87d6c84eff1a92285e4662acf,1,1,1,
keras,53,5422fdd38baad36730cb6aeb946e17eeae6a551c,https://github.com/keras-team/keras/commit/5422fdd38baad36730cb6aeb946e17eeae6a551c,1,1,1,
keras,54,e24625095a33a5c9a2d016018203938e9bb2ccbf,https://github.com/keras-team/keras/commit/e24625095a33a5c9a2d016018203938e9bb2ccbf,3,3,3,
keras,55,adc321b4d7a4e22f6bdb00b404dfe5e23d4887aa,https://github.com/keras-team/keras/commit/adc321b4d7a4e22f6bdb00b404dfe5e23d4887aa,1,1,1,
keras,56,2c8d1d03599cc03243bce8f07ed9c4a3d5f384f9,https://github.com/keras-team/keras/commit/2c8d1d03599cc03243bce8f07ed9c4a3d5f384f9,1,1,1,
keras,57,aedad3986200b825d94f847d52bd6b81f0419a06,https://github.com/keras-team/keras/commit/aedad3986200b825d94f847d52bd6b81f0419a06,1,2,,
keras,58,e2a10a5e6e156a45e946c4d08db7133f997c1f9a,https://github.com/keras-team/keras/commit/e2a10a5e6e156a45e946c4d08db7133f997c1f9a,1,1,1,
keras,59,709f791af201caaab4aa180bda259989087cfe47,https://github.com/keras-team/keras/commit/709f791af201caaab4aa180bda259989087cfe47,1,1,1,
keras,60,2f4685c8195597d5c150b8fadc1ec4d8827d95cc,https://github.com/keras-team/keras/commit/2f4685c8195597d5c150b8fadc1ec4d8827d95cc,2,1,,
keras,61,70ad0d6e4a569701ef106058397ad0540ec08340,https://github.com/keras-team/keras/commit/70ad0d6e4a569701ef106058397ad0540ec08340,1,1,1,
keras,62,4b74fc5418944c9f449eb88ed4b40ada280fa5ca,https://github.com/keras-team/keras/commit/4b74fc5418944c9f449eb88ed4b40ada280fa5ca,1,1,1,
keras,63,738819de0b7e6bc45abed8d0640f02b81c6ac4e9,https://github.com/keras-team/keras/commit/738819de0b7e6bc45abed8d0640f02b81c6ac4e9,1,1,1,
keras,64,87a618210dbe9d9ec82fe9fa0ea49322fa22f927,https://github.com/keras-team/keras/commit/87a618210dbe9d9ec82fe9fa0ea49322fa22f927,2,1,,
keras,65,e6c3f77b0b10b0d76778109a40d6d3282f1cadd0,https://github.com/keras-team/keras/commit/e6c3f77b0b10b0d76778109a40d6d3282f1cadd0,3,1,,
keras,66,fb1887d132a8ce8548ff53d868a6ba531cd63b34,https://github.com/keras-team/keras/commit/fb1887d132a8ce8548ff53d868a6ba531cd63b34,1,1,1,
keras,67,1d2ad790dd43a2d702176c1170b2f3fd592a385a,https://github.com/keras-team/keras/commit/1d2ad790dd43a2d702176c1170b2f3fd592a385a,1,1,1,
keras,68,c7efb4e30f914555954f1d07c585c7a2ff9150de,https://github.com/keras-team/keras/commit/c7efb4e30f914555954f1d07c585c7a2ff9150de,1,2,,
keras,69,64f80d6077edd5f277a1181df94bf4510ea0517a,https://github.com/keras-team/keras/commit/64f80d6077edd5f277a1181df94bf4510ea0517a,1,1,1,
keras,70,507374c899f938139dacfa179acad28677f4c8f7,https://github.com/keras-team/keras/commit/507374c899f938139dacfa179acad28677f4c8f7,2,3,,
keras,71,a5ecde595c47f35fd7293d52eba48efd687ca94e,https://github.com/keras-team/keras/commit/a5ecde595c47f35fd7293d52eba48efd687ca94e,1,1,1,
keras,72,ab97958e0b1b9ed224d5475fb6ccb8f40242794b,https://github.com/keras-team/keras/commit/ab97958e0b1b9ed224d5475fb6ccb8f40242794b,2,1,,
keras,73,45c838cc7a0a5830c0a54a2f58f48fc61950eb68,https://github.com/keras-team/keras/commit/45c838cc7a0a5830c0a54a2f58f48fc61950eb68,1,2,,
